sample_id,duration_wpau,duration_wopau,mean_speed_wpau_m1,mean_speed_wopau_m1,mean_speed_wpau_m2,mean_speed_wopau_m2,amount_phones,amount_silences
DR1_CPM0_SX24,1.816,1.816,11.563876651982378,11.56387665198238,11.56387665198238,11.56387665198238,21,2
DR1_CPM0_SX294,1.8261875,1.8261875,12.59454464560731,12.881996709489972,13.442083522946058,12.881996709489973,23,3
DR1_CPM0_SX384,1.6756875,1.6756875,11.935399649397635,11.935399649397635,11.935399649397636,11.935399649397636,20,2
DR1_DAC0_SA1,2.8085,2.8085,12.10610646252448,12.31214919427847,12.674271229404308,12.31214919427847,34,3
DR1_DAC0_SA2,2.238125,2.238125,13.850879642557944,13.850879642557944,13.850879642557944,13.850879642557944,31,2
DR1_DAC0_SI1261,2.53875,2.53875,15.361890694239293,16.473072861668424,16.895459345300946,16.47307286166842,39,3
DR1_DAC0_SI1837,1.975,1.975,13.670886075949367,13.670886075949367,13.670886075949365,13.670886075949365,27,2
DR1_DAC0_SI631,4.795,4.795,11.678832116788321,13.474697345665087,13.955936536581698,13.474697345665087,56,4
DR1_DAC0_SX181,3.64,3.64,11.813186813186812,12.84324889394986,13.440609307621948,12.84324889394986,43,4
DR1_DAC0_SX271,2.0888125,2.0888125,14.840968253493314,14.84096825349331,14.84096825349331,14.84096825349331,31,2
DR1_DAC0_SX361,2.21325,2.21325,14.458375691855869,16.07131646682152,16.573545106409693,16.07131646682152,32,3
DR1_DAC0_SX451,3.53,3.53,13.314447592067989,13.51399920928728,13.80153110735722,13.51399920928728,47,3
DR1_DAC0_SX91,2.0000625,2.0000625,17.499453142089312,17.49945314208931,17.49945314208931,17.49945314208931,35,2
DR1_DAW0_SA1,3.058125,3.058125,12.098916819946863,12.221304706853841,12.551610239471511,12.22130470685384,37,3
DR1_DAW0_SA2,2.4775,2.4775,12.512613521695258,12.51261352169526,12.51261352169526,12.51261352169526,31,2
DR1_DAW0_SI1271,4.5770625,4.5770625,12.671882894323597,12.671882894323597,12.671882894323597,12.671882894323597,58,2
DR1_DAW0_SI1406,2.2575,2.2575,10.631229235880399,10.631229235880399,10.631229235880399,10.631229235880399,24,2
DR1_DAW0_SI2036,4.4525,4.4525,12.577203818079731,12.577203818079731,12.577203818079731,12.577203818079731,56,2
DR1_DAW0_SX146,2.3700625,2.3700625,13.923683447166479,14.083380011202689,14.510149102451255,14.083380011202689,33,3
DR1_DAW0_SX236,2.274375,2.274375,13.190436933223413,13.190436933223413,13.190436933223411,13.190436933223411,30,2
DR1_DAW0_SX326,2.313125,2.313125,11.240205349905432,11.240205349905429,11.24020534990543,11.24020534990543,26,2
DR1_DAW0_SX416,2.3125,2.3125,11.243243243243244,11.243243243243246,11.243243243243244,11.243243243243244,26,2
DR1_DAW0_SX56,2.757875,2.757875,13.778724561483026,13.778724561483026,13.778724561483026,13.778724561483026,38,2
DR1_DML0_SA1,2.966125,2.966125,12.811327910994985,13.04945054945055,13.392857142857144,13.04945054945055,38,3
DR1_DML0_SA2,2.3630625,2.3630625,12.695389986511149,13.021539797081005,13.45559112365037,13.021539797081003,30,3
DR1_DML0_SI1149,3.408125,3.408125,15.844489271960388,15.844489271960391,15.84448927196039,15.84448927196039,54,2
DR1_DML0_SI1779,2.2161875,2.2161875,11.731859330494373,11.731859330494373,11.731859330494371,11.731859330494371,26,2
DR1_DML0_SI2075,1.3176875,1.3176875,12.142484466157569,12.142484466157569,12.142484466157569,12.142484466157569,16,2
DR1_DML0_SX159,2.66875,2.66875,13.114754098360654,13.114754098360653,13.114754098360654,13.114754098360654,35,2
DR1_DML0_SX249,1.79125,1.79125,13.956734124214934,13.956734124214934,13.956734124214933,13.956734124214933,25,2
DR1_DML0_SX339,2.439375,2.439375,12.298232129131437,13.015184381778742,13.449023861171366,13.015184381778742,30,3
DR1_DML0_SX429,2.533875,2.533875,14.207488530412904,14.596320510871214,15.001773858395415,14.596320510871214,36,3
DR1_DML0_SX69,2.295,2.295,13.943355119825709,13.943355119825709,13.943355119825709,13.943355119825709,32,2
DR1_DPK0_SA1,2.5734375,2.5734375,13.600485731633274,13.749416877409217,14.14225735962091,13.749416877409217,35,3
DR1_DPK0_SA2,2.114375,2.114375,14.18859000886787,14.188590008867866,14.188590008867866,14.188590008867866,30,2
DR1_DPK0_SI1053,2.0476875,2.0476875,16.115740316820805,16.1157403168208,16.1157403168208,16.1157403168208,33,2
DR1_DPK0_SI1683,1.70975,1.70975,15.791782424331041,16.319746137282305,16.924181179403874,16.31974613728231,27,3
DR1_DPK0_SI552,0.9075,0.9075,15.426997245179065,15.426997245179065,15.426997245179063,15.426997245179063,14,2
DR1_DPK0_SX153,2.6411875,2.6411875,17.03779076646395,17.03779076646395,17.03779076646395,17.03779076646395,45,2
DR1_DPK0_SX243,2.34275,2.34275,16.220253975029344,16.220253975029344,16.220253975029344,16.220253975029344,38,2
DR1_DPK0_SX333,3.20375,3.20375,14.358174014826377,14.452058829304692,14.766234021246097,14.452058829304692,46,3
DR1_DPK0_SX423,2.7415625,2.7415625,14.954975492989854,15.72085889570552,16.87116564417178,15.720858895705522,41,5
DR1_DPK0_SX63,2.10625,2.10625,17.091988130563795,17.091988130563795,17.091988130563795,17.091988130563795,36,2
DR1_ECD0_SA1,3.9424375,3.9424375,9.892357202872589,11.133115666648825,11.704044675194918,11.133115666648825,39,4
DR1_ECD0_SA2,2.759375,2.759375,13.04643261608154,13.04643261608154,13.046432616081542,13.046432616081542,36,2
DR1_ECD0_SI1418,4.78625,4.78625,12.326978323322017,13.200950915955806,13.648440777513631,13.200950915955806,59,4
DR1_ECD0_SI2048,2.218125,2.218125,9.467455621301774,9.467455621301774,9.467455621301774,9.467455621301774,21,2
DR1_ECD0_SI788,4.4259375,4.4259375,12.652686577702465,13.756045137023108,14.001688800184235,13.75604513702311,56,3
DR1_ECD0_SX158,2.156875,2.156875,12.981744421906695,12.981744421906692,12.981744421906692,12.981744421906692,28,2
DR1_ECD0_SX248,2.5480625,2.5480625,10.988741445706298,10.988741445706298,10.988741445706296,10.988741445706296,28,2
DR1_ECD0_SX338,2.9460625,2.9460625,11.880263911576893,11.880263911576895,11.880263911576895,11.880263911576895,35,2
DR1_ECD0_SX428,3.4138125,3.4138125,14.060526171252814,15.070939382640946,15.384917286445965,15.070939382640946,48,3
DR1_ECD0_SX68,2.635,2.635,11.764705882352942,12.452612286912204,13.256006628003316,12.452612286912204,31,4
DR1_EDR0_SA1,2.6105,2.6105,14.556598352805976,15.322966808639336,16.12943874593614,15.322966808639334,38,4
DR1_EDR0_SA2,2.1044375,2.1044375,15.681149950996407,15.68114995099641,15.68114995099641,15.68114995099641,33,2
DR1_EDR0_SI1374,1.9255,1.9255,17.657751233445858,17.657751233445858,17.65775123344586,17.65775123344586,34,2
DR1_EDR0_SI2004,3.77125,3.77125,15.11435200530328,15.52631130935154,15.798702735831391,15.52631130935154,57,3
DR1_EDR0_SI744,3.494375,3.494375,13.736362010373815,14.068510716248397,14.361604689503572,14.068510716248397,48,3
DR1_EDR0_SX114,2.141625,2.141625,16.34273040331524,16.34273040331524,16.34273040331524,16.34273040331524,35,2
DR1_EDR0_SX204,1.90625,1.90625,16.78688524590164,16.78688524590164,16.78688524590164,16.78688524590164,32,2
DR1_EDR0_SX24,1.8141875,1.8141875,11.57542977228098,12.328013208585581,12.915061456613467,12.328013208585581,21,3
DR1_EDR0_SX294,1.7004375,1.7004375,15.87826662256037,16.300656554222325,16.904384574749077,16.300656554222325,27,3
DR1_EDR0_SX384,1.616625,1.616625,13.608598159746386,13.608598159746386,13.608598159746386,13.608598159746386,22,2
DR1_ETB0_SA1,2.9326875,2.9326875,12.275429959721246,12.498101416885454,12.845270900687828,12.498101416885454,36,3
DR1_ETB0_SA2,2.51575,2.51575,12.322369074828579,12.470144563167821,12.872407291011944,12.470144563167823,31,3
DR1_ETB0_SI1148,2.2765625,2.2765625,13.177762525737819,13.330741244757961,13.775099286249894,13.330741244757961,30,3
DR1_ETB0_SI1778,3.26625,3.26625,12.85878300803674,13.014932310731506,13.324811651463211,13.014932310731506,42,3
DR1_ETB0_SI518,3.24,3.24,12.037037037037036,12.037037037037036,12.037037037037036,12.037037037037036,39,2
DR1_ETB0_SX158,1.979625,1.979625,13.638946770221633,13.638946770221631,13.638946770221631,13.638946770221631,27,2
DR1_ETB0_SX248,2.255,2.255,13.303769401330378,13.303769401330378,13.303769401330378,13.303769401330378,30,2
DR1_ETB0_SX338,2.93,2.93,11.60409556313993,11.955518438749944,12.658784229264647,11.955518438749944,34,4
DR1_ETB0_SX428,3.235,3.235,12.982998454404946,13.713725970368555,14.040243255377332,13.713725970368555,42,3
DR1_ETB0_SX68,2.4046875,2.4046875,14.139051332033787,14.139051332033787,14.13905133203379,14.13905133203379,34,2
DR1_GRL0_SA1,2.250625,2.250625,15.551235767842266,15.886524822695035,16.340425531914896,15.886524822695035,35,3
DR1_GRL0_SA2,2.2518125,2.2518125,12.43442782203225,12.702373188919449,13.156029374238,12.702373188919449,28,3
DR1_GRL0_SI1497,2.1025,2.1025,14.26872770511296,14.26872770511296,14.268727705112962,14.268727705112962,30,2
DR1_GRL0_SI2127,1.7448125,1.7448125,18.34007952143855,18.34007952143855,18.34007952143855,18.34007952143855,32,2
DR1_GRL0_SI867,3.4329375,3.4329375,17.477743186411054,17.477743186411058,17.477743186411058,17.477743186411058,60,2
DR1_GRL0_SX147,2.111875,2.111875,19.414027818881326,19.414027818881326,19.414027818881326,19.414027818881326,41,2
DR1_GRL0_SX237,1.07575,1.07575,13.943760167325122,13.943760167325122,13.943760167325122,13.943760167325122,15,2
DR1_GRL0_SX327,3.9236875,3.9236875,16.82091145128148,16.82091145128148,16.82091145128148,16.82091145128148,66,2
DR1_GRL0_SX417,2.569,2.569,14.013234721681588,14.013234721681592,14.013234721681592,14.013234721681592,36,2
DR1_GRL0_SX57,1.74,1.74,16.091954022988507,16.091954022988507,16.09195402298851,16.09195402298851,28,2
DR1_JEB1_SA1,2.97,2.97,11.784511784511784,12.001714530647236,12.3446206600943,12.001714530647236,35,3
DR1_JEB1_SA2,2.279625,2.279625,12.282721938915392,12.548316620917596,12.996470785950367,12.548316620917598,28,3
DR1_JEB1_SI1467,4.398125,4.398125,12.50532897541566,14.074820466068486,14.330726292724275,14.074820466068484,55,3
DR1_JEB1_SI2097,2.7670625,2.7670625,10.841822329636573,11.793322031399722,12.579543500159703,11.793322031399722,30,4
DR1_JEB1_SI837,4.56875,4.56875,12.476060191518469,13.2724044590622,13.50525366009838,13.2724044590622,57,3
DR1_JEB1_SX117,2.11825,2.11825,13.218458633305794,13.805004314063845,14.298040182423268,13.805004314063845,28,3
DR1_JEB1_SX207,1.757375,1.757375,12.5186713137492,12.518671313749199,12.518671313749199,12.518671313749199,22,2
DR1_JEB1_SX27,1.5053125,1.5053125,15.279219431181232,15.279219431181234,15.279219431181236,15.279219431181236,23,2
DR1_JEB1_SX297,2.1000625,2.1000625,14.285289128299754,14.285289128299754,14.285289128299755,14.285289128299755,30,2
DR1_JEB1_SX387,2.770125,2.770125,12.63480889851541,13.806025343917954,14.200483210887038,13.806025343917955,35,3
DR1_JSP0_SA1,2.919125,2.919125,12.332462638633151,12.484827466620427,12.831628229582106,12.484827466620429,36,3
DR1_JSP0_SA2,2.3004375,2.3004375,13.475697557529816,13.47569755752982,13.47569755752982,13.47569755752982,31,2
DR1_JSP0_SI1434,3.96375,3.96375,15.64175339009776,15.64175339009776,15.64175339009776,15.64175339009776,62,2
DR1_JSP0_SI1763,0.901875,0.901875,14.414414414414415,14.414414414414415,14.414414414414416,14.414414414414416,13,2
DR1_JSP0_SI804,2.22,2.22,14.414414414414413,14.414414414414413,14.414414414414413,14.414414414414413,32,2
DR1_JSP0_SX174,3.54,3.54,13.841807909604519,14.270112850382237,14.852566436112124,14.270112850382237,49,4
DR1_JSP0_SX264,2.4475,2.4475,12.257405515832483,12.257405515832483,12.257405515832483,12.257405515832483,30,2
DR1_JSP0_SX354,2.25,2.25,14.222222222222221,14.222222222222221,14.222222222222221,14.222222222222221,32,2
DR1_JSP0_SX444,2.505375,2.505375,13.969964576161253,13.969964576161251,13.969964576161251,13.969964576161251,35,2
DR1_JSP0_SX84,3.0555,3.0555,15.054819178530519,15.054819178530517,15.054819178530519,15.054819178530519,46,2
DR1_JWT0_SA1,3.02875,3.02875,12.876599257119274,12.876599257119274,12.876599257119274,12.876599257119274,39,2
DR1_JWT0_SA2,2.66625,2.66625,12.376933895921239,12.593617325764441,12.975242093211849,12.593617325764441,33,3
DR1_JWT0_SI1291,4.26675,4.26675,14.296595769613875,14.683094883483022,14.923801356982743,14.683094883483022,61,3
DR1_JWT0_SI1381,4.360625,4.360625,13.530170560412786,14.338877496772232,14.824941140730614,14.338877496772232,59,4
DR1_JWT0_SI751,2.7675,2.7675,11.20144534778681,11.754390122520558,12.133563997440575,11.754390122520556,31,3
DR1_JWT0_SX121,2.6824375,2.6824375,14.16622008900487,14.16622008900487,14.16622008900487,14.16622008900487,38,2
DR1_JWT0_SX211,2.2825,2.2825,14.019715224534501,14.019715224534501,14.019715224534501,14.019715224534501,32,2
DR1_JWT0_SX301,3.271875,3.271875,10.69723018147087,10.852713178294573,11.162790697674419,10.852713178294573,35,3
DR1_JWT0_SX31,1.9375,1.9375,13.935483870967742,14.454928729170849,14.99029645988088,14.45492872917085,27,3
DR1_JWT0_SX391,1.9675,1.9675,8.640406607369759,8.640406607369759,8.640406607369759,8.640406607369759,17,2
DR1_KFB0_SA1,3.223875,3.223875,11.166686053274399,11.166686053274399,11.166686053274397,11.166686053274397,36,2
DR1_KFB0_SA2,2.691875,2.691875,12.259113071743673,12.259113071743673,12.259113071743673,12.259113071743673,33,2
DR1_KFB0_SI1608,4.378125,4.378125,11.192005710206995,11.497961458363887,11.732613733024376,11.497961458363887,49,3
DR1_KFB0_SI2238,1.8498125,1.8498125,11.8930972733723,11.8930972733723,11.893097273372298,11.893097273372298,22,2
DR1_KFB0_SI978,3.175,3.175,12.598425196850394,12.71860095389507,13.036565977742447,12.71860095389507,40,3
DR1_KFB0_SX168,2.050375,2.050375,12.680607205998903,12.680607205998902,12.6806072059989,12.6806072059989,26,2
DR1_KFB0_SX258,3.0785,3.0785,12.668507389962643,12.668507389962642,12.668507389962642,12.668507389962642,39,2
DR1_KFB0_SX348,3.4116875,3.4116875,14.362393976587832,14.362393976587832,14.36239397658783,14.36239397658783,49,2
DR1_KFB0_SX438,4.864,4.864,9.662828947368421,10.479375696767004,11.148272017837238,10.479375696767004,47,5
DR1_KFB0_SX78,2.10975,2.10975,14.219694276573053,14.219694276573053,14.219694276573055,14.219694276573055,30,2
DR1_KLS0_SA1,3.381875,3.381875,11.532064313435594,11.865373645179691,12.169613995056093,11.865373645179691,39,3
DR1_KLS0_SA2,2.365375,2.365375,13.105744332294035,13.105744332294035,13.105744332294035,13.105744332294035,31,2
DR1_KLS0_SI1437,5.3385,5.3385,11.051793574974244,13.111293212405728,13.777969138460257,13.111293212405728,59,5
DR1_KLS0_SI1533,1.648125,1.648125,10.92150170648464,10.92150170648464,10.92150170648464,10.92150170648464,18,2
DR1_KLS0_SI2067,3.896875,3.896875,8.981555733761025,10.83528432947004,11.764022986281757,10.83528432947004,35,5
DR1_KLS0_SX177,1.794375,1.794375,12.817833507488679,12.817833507488682,12.817833507488682,12.817833507488682,23,2
DR1_KLS0_SX267,3.4465625,3.4465625,11.025478284522622,12.010588281774725,12.326656394453007,12.010588281774723,38,3
DR1_KLS0_SX357,3.40375,3.40375,11.164157179581345,11.545984542053588,11.849826240528683,11.54598454205359,38,3
DR1_KLS0_SX447,2.276125,2.276125,10.98357954857488,10.98357954857488,10.98357954857488,10.98357954857488,25,2
DR1_KLS0_SX87,2.346875,2.346875,14.48735019973369,14.487350199733687,14.487350199733687,14.487350199733687,34,2
DR1_KLW0_SA1,2.9085,2.9085,12.377514182568333,12.49810141688546,12.845270900687833,12.498101416885458,36,3
DR1_KLW0_SA2,2.4974375,2.4974375,12.412723041117143,12.412723041117143,12.412723041117143,12.412723041117143,31,2
DR1_KLW0_SI1571,4.3810625,4.3810625,11.641011740873362,12.029365804758674,12.736975557979774,12.029365804758674,51,5
DR1_KLW0_SI1844,1.346875,1.346875,11.136890951276103,11.136890951276103,11.1368909512761,11.1368909512761,15,2
DR1_KLW0_SI2201,1.649625,1.649625,10.91157081154808,10.91157081154808,10.91157081154808,10.91157081154808,18,2
DR1_KLW0_SX131,2.2819375,2.2819375,13.584947002273287,13.584947002273289,13.584947002273289,13.584947002273289,31,2
DR1_KLW0_SX221,2.824125,2.824125,14.517770991014917,14.88743645606391,15.250544662309371,14.88743645606391,41,3
DR1_KLW0_SX311,4.349875,4.349875,12.414149831891722,13.915060153645458,14.688119051070206,13.915060153645456,54,5
DR1_KLW0_SX401,2.7435,2.7435,14.579916165482048,14.579916165482048,14.57991616548205,14.57991616548205,40,2
DR1_KLW0_SX41,3.235125,3.235125,16.073567481936557,16.073567481936557,16.073567481936553,16.073567481936553,52,2
DR1_MEM0_SA1,3.803875,3.803875,10.515592652229634,11.018145508384121,11.569052783803325,11.01814550838412,40,4
DR1_MEM0_SA2,2.7328125,2.7328125,13.173241852487134,13.173241852487138,13.173241852487138,13.173241852487138,36,2
DR1_MEM0_SI1377,3.4436875,3.4436875,9.582751048113396,10.431896313273006,11.06413245347137,10.431896313273006,33,4
DR1_MEM0_SI2007,3.164875,3.164875,9.795015600932107,10.771836858793378,11.466794075489727,10.77183685879338,31,4
DR1_MEM0_SI747,2.6686875,2.6686875,14.988641420173776,15.66745819971113,16.059144654703907,15.667458199711131,40,3
DR1_MEM0_SX117,2.56375,2.56375,12.481716235982447,14.984781081713885,15.921329899321002,14.984781081713885,32,4
DR1_MEM0_SX207,1.8168125,1.8168125,12.109119680759573,12.109119680759571,12.109119680759571,12.109119680759571,22,2
DR1_MEM0_SX297,2.3649375,2.3649375,13.108168820529084,13.552282849258178,13.989453263750377,13.552282849258177,31,3
DR1_MEM0_SX333,4.764,4.764,10.285474391267842,10.968870234347673,11.864288212661767,10.968870234347673,49,6
DR1_MEM0_SX387,3.39,3.39,11.504424778761061,13.162890773319834,14.512930852634687,13.162890773319834,39,6
DR1_MGG0_SA1,3.066125,3.066125,12.067348852378817,12.286746087750611,12.618820306338465,12.286746087750611,37,3
DR1_MGG0_SA2,2.2165625,2.2165625,13.534470604821653,13.534470604821653,13.534470604821653,13.534470604821653,30,2
DR1_MGG0_SI1079,4.360625,4.360625,13.988820409918304,13.9888204099183,13.9888204099183,13.9888204099183,61,2
DR1_MGG0_SI1709,1.709375,1.709375,13.455210237659962,13.689966891112682,14.285182842900191,13.68996689111268,23,3
DR1_MGG0_SI2339,1.9134375,1.9134375,15.155969296096686,15.876274550058168,16.971190036269075,15.876274550058167,29,4
DR1_MGG0_SX179,2.7406875,2.7406875,12.405646393468793,12.712953658479586,13.460774461919561,12.712953658479586,34,4
DR1_MGG0_SX269,1.7998125,1.7998125,15.001562662777372,15.00156266277737,15.00156266277737,15.00156266277737,27,2
DR1_MGG0_SX359,3.1270625,3.1270625,13.431135450602602,13.719325466497898,14.045976072843084,13.719325466497896,42,3
DR1_MGG0_SX449,3.107375,3.107375,14.481676656341767,14.84536082474227,15.505154639175261,14.845360824742269,45,4
DR1_MGG0_SX89,2.073375,2.073375,17.362995116657622,17.636252296387017,18.12614819350888,17.636252296387013,36,3
DR1_MRP0_SA1,3.1165,3.1165,12.19316540991497,12.329656067488642,12.654120700843606,12.329656067488642,38,3
DR1_MRP0_SA2,2.434375,2.434375,13.55584082156611,13.555840821566111,13.555840821566111,13.555840821566111,33,2
DR1_MRP0_SI2034,1.337875,1.337875,13.454171727553023,13.454171727553021,13.454171727553021,13.454171727553021,18,2
DR1_MRP0_SI717,1.537875,1.537875,12.354710233276435,12.354710233276435,12.354710233276435,12.354710233276435,19,2
DR1_MRP0_SI774,2.951875,2.951875,10.840567435951726,11.404133998574483,12.47327156094084,11.404133998574483,32,5
DR1_MRP0_SX144,2.33625,2.33625,11.556982343499197,11.556982343499197,11.556982343499197,11.556982343499197,27,2
DR1_MRP0_SX234,2.7344375,2.7344375,12.434001508536948,12.434001508536948,12.434001508536948,12.434001508536948,34,2
DR1_MRP0_SX324,3.8775,3.8775,15.989684074790459,15.98968407479046,15.98968407479046,15.98968407479046,62,2
DR1_MRP0_SX414,2.5910625,2.5910625,15.823624478375184,15.823624478375184,15.823624478375182,15.823624478375182,41,2
DR1_MRP0_SX54,2.9945625,2.9945625,15.695114060902053,15.69511406090205,15.69511406090205,15.69511406090205,47,2
DR1_PGH0_SA1,2.208875,2.208875,15.392450908267785,15.822232563550696,16.287592344831598,15.822232563550696,34,3
DR1_PGH0_SA2,1.856875,1.856875,16.156176371592057,16.156176371592057,16.156176371592057,16.156176371592057,30,2
DR1_PGH0_SI1554,3.62875,3.62875,13.2276954874268,14.591051581647195,15.199012064215829,14.591051581647195,48,4
DR1_PGH0_SI675,3.8341875,3.8341875,14.86625262849039,16.600833682217814,16.892076378397075,16.600833682217818,57,3
DR1_PGH0_SI924,2.0700625,2.0700625,14.49231605325926,14.975197329423144,15.474370573737248,14.975197329423143,30,3
DR1_PGH0_SX114,2.108375,2.108375,15.177565660757692,15.177565660757692,15.177565660757692,15.177565660757692,32,2
DR1_PGH0_SX204,1.843125,1.843125,15.734147168531706,15.734147168531706,15.734147168531706,15.734147168531706,29,2
DR1_PGH0_SX24,1.431625,1.431625,13.271631886841876,13.271631886841876,13.271631886841876,13.271631886841876,19,2
DR1_PGH0_SX294,1.774375,1.774375,14.089468122578372,14.42845290913682,15.00559102550229,14.42845290913682,25,3
DR1_PGH0_SX384,1.559375,1.559375,12.82565130260521,12.825651302605209,12.825651302605209,12.825651302605209,20,2
DR1_PGR0_SA1,2.575,2.575,13.592233009708737,13.823747222907922,14.218711429276722,13.823747222907924,35,3
DR1_PGR0_SA2,1.979375,1.979375,14.145879381117776,14.42369607211848,14.93882807469414,14.423696072118478,28,3
DR1_PGR0_SI1410,3.88625,3.88625,13.123190736571244,13.706683688038568,14.24420069541263,13.706683688038568,51,4
DR1_PGR0_SI2040,1.177625,1.177625,16.134168347309203,16.134168347309203,16.1341683473092,16.1341683473092,19,2
DR1_PGR0_SI780,1.69775,1.69775,12.958327197761744,13.313665418510533,13.91883202844283,13.313665418510535,22,3
DR1_PGR0_SX150,1.51625,1.51625,18.466611706512776,18.46661170651278,18.46661170651278,18.46661170651278,28,2
DR1_PGR0_SX240,2.288125,2.288125,17.48156241464081,17.653224471782423,18.09455508357698,17.653224471782423,40,3
DR1_PGR0_SX330,2.59625,2.59625,13.866153105440539,13.866153105440542,13.86615310544054,13.86615310544054,36,2
DR1_PGR0_SX420,3.188125,3.188125,13.173887473044502,14.192485585756828,14.868318232697629,14.19248558575683,42,4
DR1_PGR0_SX60,2.6039375,2.6039375,18.433622158749973,18.43362215874997,18.43362215874997,18.43362215874997,48,2
DR1_PSW0_SA1,2.2553125,2.2553125,15.518913676042677,15.961236995867178,16.417272338606242,15.96123699586718,35,3
DR1_PSW0_SA2,1.9565625,1.9565625,14.821913432359048,14.821913432359048,14.821913432359048,14.821913432359048,29,2
DR1_PSW0_SI1067,1.998375,1.998375,16.01301057108901,16.013010571089012,16.013010571089012,16.013010571089012,32,2
DR1_PSW0_SI1697,2.16925,2.16925,18.43955284084361,18.43955284084361,18.43955284084361,18.43955284084361,40,2
DR1_PSW0_SI2327,1.8138125,1.8138125,14.334447469074119,14.499320344358857,15.056986511449582,14.499320344358857,26,3
DR1_PSW0_SX167,2.6775,2.6775,16.059757236227824,16.157820573038986,16.53358384217943,16.157820573038986,43,3
DR1_PSW0_SX24,1.598625,1.598625,11.885213855657206,11.885213855657204,11.885213855657206,11.885213855657206,19,2
DR1_PSW0_SX257,1.234625,1.234625,16.19925078465121,16.199250784651205,16.199250784651205,16.199250784651205,20,2
DR1_PSW0_SX437,2.744125,2.744125,16.763084772012938,17.327431961578302,18.080798568603445,17.3274319615783,46,4
DR1_PSW0_SX77,2.19375,2.19375,15.498575498575498,15.498575498575502,15.4985754985755,15.4985754985755,34,2
DR1_RAI0_SA1,3.4975,3.4975,10.293066476054324,10.452771980763995,10.74312675800744,10.452771980763995,36,3
DR1_RAI0_SA2,2.645375,2.645375,13.230638378301753,13.23063837830175,13.23063837830175,13.23063837830175,35,2
DR1_RAI0_SI1954,1.1605,1.1605,12.063765618267986,12.841091492776886,13.75831231368952,12.841091492776886,14,3
DR1_RAI0_SI2052,4.1618125,4.1618125,13.455675862379673,13.455675862379673,13.455675862379673,13.455675862379673,56,2
DR1_RAI0_SI792,4.3375,4.3375,11.988472622478385,12.242495585638608,12.477928193054733,12.242495585638608,52,3
DR1_RAI0_SX162,2.69875,2.69875,11.857341361741547,11.857341361741549,11.857341361741549,11.857341361741549,32,2
DR1_RAI0_SX252,2.205,2.205,14.512471655328797,14.512471655328797,14.512471655328797,14.512471655328797,32,2
DR1_RAI0_SX342,2.983125,2.983125,12.067881835323696,12.067881835323695,12.067881835323695,12.067881835323695,36,2
DR1_RAI0_SX432,3.868125,3.868125,12.150589756018743,12.217709179528837,12.477660438667748,12.217709179528837,47,3
DR1_RAI0_SX72,1.8396875,1.8396875,13.589264481059963,13.589264481059963,13.589264481059963,13.589264481059963,25,2
DR1_RCG0_SA1,3.1175,3.1175,11.868484362469927,11.994732043359335,12.318913990477155,11.994732043359333,37,3
DR1_RCG0_SA2,2.2033125,2.2033125,13.615862479788953,13.615862479788953,13.615862479788953,13.615862479788953,30,2
