sample_id,duration_wpau,mean_speed_wpau,mean_speed_wopau
DR1_DAW0_SX236,2.274375,13.190436933223411,13.190436933223411
DR1_DAW0_SX326,2.313125,11.24020534990543,11.24020534990543
DR1_DAW0_SX416,2.3125,11.243243243243244,11.243243243243244
DR1_DAW0_SX56,2.757875,13.778724561483026,13.778724561483026
DR1_DML0_SA1,2.966125,13.392857142857144,13.04945054945055
DR1_DML0_SA2,2.3630625,13.45559112365037,13.021539797081003
DR1_DML0_SI1149,3.408125,15.84448927196039,15.84448927196039
DR1_DML0_SI1779,2.2161875,11.731859330494371,11.731859330494371
DR1_DML0_SI2075,1.3176875,12.142484466157569,12.142484466157569
DR1_DML0_SX159,2.66875,13.114754098360654,13.114754098360654
DR1_DML0_SX249,1.79125,13.956734124214933,13.956734124214933
DR1_DML0_SX339,2.439375,13.449023861171366,13.015184381778742
DR1_DML0_SX429,2.533875,15.001773858395415,14.596320510871214
DR1_DML0_SX69,2.295,13.943355119825709,13.943355119825709
DR1_DPK0_SA1,2.5734375,14.14225735962091,13.749416877409217
DR1_DPK0_SA2,2.114375,14.188590008867866,14.188590008867866
DR1_DPK0_SI1053,2.0476875,16.1157403168208,16.1157403168208
DR1_DPK0_SI1683,1.70975,16.924181179403874,16.31974613728231
DR1_DPK0_SI552,0.9075,15.426997245179063,15.426997245179063
DR1_DPK0_SX153,2.6411875,17.03779076646395,17.03779076646395
DR1_DPK0_SX243,2.34275,16.220253975029344,16.220253975029344
DR1_DPK0_SX333,3.20375,14.766234021246097,14.452058829304692
DR1_DPK0_SX423,2.7415625,16.87116564417178,15.720858895705522
DR1_DPK0_SX63,2.10625,17.091988130563795,17.091988130563795
DR1_ECD0_SA1,3.9424375,11.704044675194918,11.133115666648825
DR1_ECD0_SA2,2.759375,13.046432616081542,13.046432616081542
DR1_ECD0_SI1418,4.78625,13.648440777513631,13.200950915955806
DR1_ECD0_SI2048,2.218125,9.467455621301774,9.467455621301774
DR1_ECD0_SI788,4.4259375,14.001688800184235,13.75604513702311
DR1_ECD0_SX158,2.156875,12.981744421906692,12.981744421906692
DR1_ECD0_SX248,2.5480625,10.988741445706296,10.988741445706296
DR1_ECD0_SX338,2.9460625,11.880263911576895,11.880263911576895
DR1_ECD0_SX428,3.4138125,15.384917286445965,15.070939382640946
DR1_ECD0_SX68,2.635,13.256006628003316,12.452612286912204
DR1_EDR0_SA1,2.6105,16.12943874593614,15.322966808639334
DR1_EDR0_SA2,2.1044375,15.68114995099641,15.68114995099641
DR1_EDR0_SI1374,1.9255,17.65775123344586,17.65775123344586
DR1_EDR0_SI2004,3.77125,15.798702735831391,15.52631130935154
DR1_EDR0_SI744,3.494375,14.361604689503572,14.068510716248397
DR1_EDR0_SX114,2.141625,16.34273040331524,16.34273040331524
DR1_EDR0_SX204,1.90625,16.78688524590164,16.78688524590164
DR1_EDR0_SX24,1.8141875,12.915061456613467,12.328013208585581
DR1_EDR0_SX294,1.7004375,16.904384574749077,16.300656554222325
DR1_EDR0_SX384,1.616625,13.608598159746386,13.608598159746386
DR1_ETB0_SA1,2.9326875,12.845270900687828,12.498101416885454
DR1_ETB0_SA2,2.51575,12.872407291011944,12.470144563167823
DR1_ETB0_SI1148,2.2765625,13.775099286249894,13.330741244757961
DR1_ETB0_SI1778,3.26625,13.324811651463211,13.014932310731506
DR1_ETB0_SI518,3.24,12.037037037037036,12.037037037037036
DR1_ETB0_SX158,1.979625,13.638946770221631,13.638946770221631
DR1_ETB0_SX248,2.255,13.303769401330378,13.303769401330378
DR1_ETB0_SX338,2.93,12.658784229264647,11.955518438749944
DR1_ETB0_SX428,3.235,14.040243255377332,13.713725970368555
DR1_ETB0_SX68,2.4046875,14.13905133203379,14.13905133203379
DR1_GRL0_SA1,2.250625,16.340425531914896,15.886524822695035
DR1_GRL0_SA2,2.2518125,13.156029374238,12.702373188919449
DR1_GRL0_SI1497,2.1025,14.268727705112962,14.268727705112962
DR1_GRL0_SI2127,1.7448125,18.34007952143855,18.34007952143855
DR1_GRL0_SI867,3.4329375,17.477743186411058,17.477743186411058
DR1_GRL0_SX147,2.111875,19.414027818881326,19.414027818881326
DR1_GRL0_SX237,1.07575,13.943760167325122,13.943760167325122
DR1_GRL0_SX327,3.9236875,16.82091145128148,16.82091145128148
DR1_GRL0_SX417,2.569,14.013234721681592,14.013234721681592
DR1_GRL0_SX57,1.74,16.09195402298851,16.09195402298851
DR1_JEB1_SA1,2.97,12.3446206600943,12.001714530647236
DR1_JEB1_SA2,2.279625,12.996470785950367,12.548316620917598
DR1_JEB1_SI1467,4.398125,14.330726292724275,14.074820466068484
DR1_JEB1_SI2097,2.7670625,12.579543500159703,11.793322031399722
DR1_JEB1_SI837,4.56875,13.50525366009838,13.2724044590622
DR1_JEB1_SX117,2.11825,14.298040182423268,13.805004314063845
DR1_JEB1_SX207,1.757375,12.518671313749199,12.518671313749199
DR1_JEB1_SX27,1.5053125,15.279219431181236,15.279219431181236
DR1_JEB1_SX297,2.1000625,14.285289128299755,14.285289128299755
DR1_JEB1_SX387,2.770125,14.200483210887038,13.806025343917955
DR1_JSP0_SA1,2.919125,12.831628229582106,12.484827466620429
DR1_JSP0_SA2,2.3004375,13.47569755752982,13.47569755752982
DR1_JSP0_SI1434,3.96375,15.64175339009776,15.64175339009776
DR1_JSP0_SI1763,0.901875,14.414414414414416,14.414414414414416
DR1_JSP0_SI804,2.22,14.414414414414413,14.414414414414413
DR1_JSP0_SX174,3.54,14.852566436112124,14.270112850382237
DR1_JSP0_SX264,2.4475,12.257405515832483,12.257405515832483
DR1_JSP0_SX354,2.25,14.222222222222221,14.222222222222221
DR1_JSP0_SX444,2.505375,13.969964576161251,13.969964576161251
DR1_JSP0_SX84,3.0555,15.054819178530519,15.054819178530519
DR1_JWT0_SA1,3.02875,12.876599257119274,12.876599257119274
DR1_JWT0_SA2,2.66625,12.975242093211849,12.593617325764441
DR1_JWT0_SI1291,4.26675,14.923801356982743,14.683094883483022
DR1_JWT0_SI1381,4.360625,14.824941140730614,14.338877496772232
DR1_JWT0_SI751,2.7675,12.133563997440575,11.754390122520556
DR1_JWT0_SX121,2.6824375,14.16622008900487,14.16622008900487
DR1_JWT0_SX211,2.2825,14.019715224534501,14.019715224534501
DR1_JWT0_SX301,3.271875,11.162790697674419,10.852713178294573
DR1_JWT0_SX31,1.9375,14.99029645988088,14.45492872917085
DR1_JWT0_SX391,1.9675,8.640406607369759,8.640406607369759
DR1_KFB0_SA1,3.223875,11.166686053274397,11.166686053274397
DR1_KFB0_SA2,2.691875,12.259113071743673,12.259113071743673
DR1_KFB0_SI1608,4.378125,11.732613733024376,11.497961458363887
DR1_KFB0_SI2238,1.8498125,11.893097273372298,11.893097273372298
DR1_KFB0_SI978,3.175,13.036565977742447,12.71860095389507
DR1_KFB0_SX168,2.050375,12.6806072059989,12.6806072059989
DR1_KFB0_SX258,3.0785,12.668507389962642,12.668507389962642
DR1_KFB0_SX348,3.4116875,14.36239397658783,14.36239397658783
DR1_KFB0_SX438,4.864,11.148272017837238,10.479375696767004
DR1_KFB0_SX78,2.10975,14.219694276573055,14.219694276573055
DR1_KLS0_SA1,3.381875,12.169613995056093,11.865373645179691
DR1_KLS0_SA2,2.365375,13.105744332294035,13.105744332294035
DR1_KLS0_SI1437,5.3385,13.777969138460257,13.111293212405728
DR1_KLS0_SI1533,1.648125,10.92150170648464,10.92150170648464
DR1_KLS0_SI2067,3.896875,11.764022986281757,10.83528432947004
DR1_KLS0_SX177,1.794375,12.817833507488682,12.817833507488682
DR1_KLS0_SX267,3.4465625,12.326656394453007,12.010588281774723
DR1_KLS0_SX357,3.40375,11.849826240528683,11.54598454205359
DR1_KLS0_SX447,2.276125,10.98357954857488,10.98357954857488
DR1_KLS0_SX87,2.346875,14.487350199733687,14.487350199733687
DR1_KLW0_SA1,2.9085,12.845270900687833,12.498101416885458
DR1_KLW0_SA2,2.4974375,12.412723041117143,12.412723041117143
DR1_KLW0_SI1571,4.3810625,12.736975557979774,12.029365804758674
DR1_KLW0_SI1844,1.346875,11.1368909512761,11.1368909512761
DR1_KLW0_SI2201,1.649625,10.91157081154808,10.91157081154808
DR1_KLW0_SX131,2.2819375,13.584947002273289,13.584947002273289
DR1_KLW0_SX221,2.824125,15.250544662309371,14.88743645606391
DR1_KLW0_SX311,4.349875,14.688119051070206,13.915060153645456
DR1_KLW0_SX401,2.7435,14.57991616548205,14.57991616548205
DR1_KLW0_SX41,3.235125,16.073567481936553,16.073567481936553
DR1_MEM0_SA1,3.803875,11.569052783803325,11.01814550838412
DR1_MEM0_SA2,2.7328125,13.173241852487138,13.173241852487138
DR1_MEM0_SI1377,3.4436875,11.06413245347137,10.431896313273006
DR1_MEM0_SI2007,3.164875,11.466794075489727,10.77183685879338
DR1_MEM0_SI747,2.6686875,16.059144654703907,15.667458199711131
DR1_MEM0_SX117,2.56375,15.921329899321002,14.984781081713885
DR1_MEM0_SX207,1.8168125,12.109119680759571,12.109119680759571
DR1_MEM0_SX297,2.3649375,13.989453263750377,13.552282849258177
DR1_MEM0_SX333,4.764,11.864288212661767,10.968870234347673
DR1_MEM0_SX387,3.39,14.512930852634687,13.162890773319834
DR1_MGG0_SA1,3.066125,12.618820306338465,12.286746087750611
DR1_MGG0_SA2,2.2165625,13.534470604821653,13.534470604821653
DR1_MGG0_SI1079,4.360625,13.9888204099183,13.9888204099183
DR1_MGG0_SI1709,1.709375,14.285182842900191,13.68996689111268
DR1_MGG0_SI2339,1.9134375,16.971190036269075,15.876274550058167
DR1_MGG0_SX179,2.7406875,13.460774461919561,12.712953658479586
DR1_MGG0_SX269,1.7998125,15.00156266277737,15.00156266277737
DR1_MGG0_SX359,3.1270625,14.045976072843084,13.719325466497896
DR1_MGG0_SX449,3.107375,15.505154639175261,14.845360824742269
DR1_MGG0_SX89,2.073375,18.12614819350888,17.636252296387013
DR1_MRP0_SA1,3.1165,12.654120700843606,12.329656067488642
DR1_MRP0_SA2,2.434375,13.555840821566111,13.555840821566111
DR1_MRP0_SI2034,1.337875,13.454171727553021,13.454171727553021
DR1_MRP0_SI717,1.537875,12.354710233276435,12.354710233276435
DR1_MRP0_SI774,2.951875,12.47327156094084,11.404133998574483
DR1_MRP0_SX144,2.33625,11.556982343499197,11.556982343499197
DR1_MRP0_SX234,2.7344375,12.434001508536948,12.434001508536948
DR1_MRP0_SX324,3.8775,15.98968407479046,15.98968407479046
DR1_MRP0_SX414,2.5910625,15.823624478375182,15.823624478375182
DR1_MRP0_SX54,2.9945625,15.69511406090205,15.69511406090205
DR1_PGH0_SA1,2.208875,16.287592344831598,15.822232563550696
DR1_PGH0_SA2,1.856875,16.156176371592057,16.156176371592057
DR1_PGH0_SI1554,3.62875,15.199012064215829,14.591051581647195
DR1_PGH0_SI675,3.8341875,16.892076378397075,16.600833682217818
DR1_PGH0_SI924,2.0700625,15.474370573737248,14.975197329423143
DR1_PGH0_SX114,2.108375,15.177565660757692,15.177565660757692
DR1_PGH0_SX204,1.843125,15.734147168531706,15.734147168531706
DR1_PGH0_SX24,1.431625,13.271631886841876,13.271631886841876
DR1_PGH0_SX294,1.774375,15.00559102550229,14.42845290913682
DR1_PGH0_SX384,1.559375,12.825651302605209,12.825651302605209
DR1_PGR0_SA1,2.575,14.218711429276722,13.823747222907924
DR1_PGR0_SA2,1.979375,14.93882807469414,14.423696072118478
DR1_PGR0_SI1410,3.88625,14.24420069541263,13.706683688038568
DR1_PGR0_SI2040,1.177625,16.1341683473092,16.1341683473092
DR1_PGR0_SI780,1.69775,13.91883202844283,13.313665418510535
DR1_PGR0_SX150,1.51625,18.46661170651278,18.46661170651278
DR1_PGR0_SX240,2.288125,18.09455508357698,17.653224471782423
DR1_PGR0_SX330,2.59625,13.86615310544054,13.86615310544054
DR1_PGR0_SX420,3.188125,14.868318232697629,14.19248558575683
DR1_PGR0_SX60,2.6039375,18.43362215874997,18.43362215874997
DR1_PSW0_SA1,2.2553125,16.417272338606242,15.96123699586718
DR1_PSW0_SA2,1.9565625,14.821913432359048,14.821913432359048
DR1_PSW0_SI1067,1.998375,16.013010571089012,16.013010571089012
DR1_PSW0_SI1697,2.16925,18.43955284084361,18.43955284084361
DR1_PSW0_SI2327,1.8138125,15.056986511449582,14.499320344358857
DR1_PSW0_SX167,2.6775,16.53358384217943,16.157820573038986
DR1_PSW0_SX24,1.598625,11.885213855657206,11.885213855657206
DR1_PSW0_SX257,1.234625,16.199250784651205,16.199250784651205
DR1_PSW0_SX437,2.744125,18.080798568603445,17.3274319615783
DR1_PSW0_SX77,2.19375,15.4985754985755,15.4985754985755
DR1_RAI0_SA1,3.4975,10.74312675800744,10.452771980763995
DR1_RAI0_SA2,2.645375,13.23063837830175,13.23063837830175
DR1_RAI0_SI1954,1.1605,13.75831231368952,12.841091492776886
DR1_RAI0_SI2052,4.1618125,13.455675862379673,13.455675862379673
DR1_RAI0_SI792,4.3375,12.477928193054733,12.242495585638608
DR1_RAI0_SX162,2.69875,11.857341361741549,11.857341361741549
DR1_RAI0_SX252,2.205,14.512471655328797,14.512471655328797
DR1_RAI0_SX342,2.983125,12.067881835323695,12.067881835323695
DR1_RAI0_SX432,3.868125,12.477660438667748,12.217709179528837
DR1_RAI0_SX72,1.8396875,13.589264481059963,13.589264481059963
DR1_RCG0_SA1,3.1175,12.318913990477155,11.994732043359333
DR1_RCG0_SA2,2.2033125,13.615862479788953,13.615862479788953
DR1_RCG0_SI1428,4.543125,14.19982822788434,13.512739765244774
DR1_RCG0_SI2058,1.1575,14.686825053995682,14.686825053995682
DR1_RCG0_SI798,3.069375,12.534406097819181,12.19563836544569
DR1_RCG0_SX168,1.638,15.262515262515263,15.262515262515263
DR1_RCG0_SX258,2.60875,13.799712505989461,13.799712505989461
DR1_RCG0_SX348,3.1750625,13.957923353147633,13.633320484469783
DR1_RCG0_SX438,4.03775,11.640146120983221,11.640146120983221
DR1_RCG0_SX78,2.1498125,13.489548507137247,13.489548507137247
DR1_RDD0_SA1,2.803125,14.56697393877319,14.202799590303858
DR1_RDD0_SA2,2.342,12.809564474807857,12.809564474807857
DR1_RDD0_SI1050,3.6353125,17.962313684174166,17.68597039672533
DR1_RDD0_SI1680,2.1685625,15.678588926996568,15.678588926996568
DR1_RDD0_SI2310,2.2645625,15.738498789346245,15.13317191283293
DR1_RDD0_SX150,1.8273125,15.870301330505862,15.870301330505862
DR1_RDD0_SX240,2.497875,15.792270898185402,15.387340875155006
DR1_RDD0_SX277,1.96325,13.662189234457617,12.6112516010378
DR1_RDD0_SX330,2.815,13.499111900532863,13.499111900532863
DR1_RDD0_SX60,3.077125,16.872053593582002,16.541229013315686
DR1_RSO0_SA1,3.422375,11.758005548308866,11.464055409601142
DR1_RSO0_SA2,2.927125,11.273860870307894,11.273860870307894
DR1_RSO0_SI1206,5.325,12.347584503781448,11.730205278592374
DR1_RSO0_SI1659,3.548125,12.085099240485084,11.413704838235912
DR1_RSO0_SI2289,2.648,12.303449738816854,11.879192851271446
DR1_RSO0_SX129,3.0,9.759996634483919,9.423445026398268
DR1_RSO0_SX219,3.621875,12.781452032399494,12.484208961878576
DR1_RSO0_SX309,3.674375,12.72848368237993,12.13646118552505
DR1_RSO0_SX39,2.89375,13.90850809518635,13.56079539280669
DR1_RSO0_SX399,2.8243125,11.827264706583684,11.44574003862937
DR1_RWS0_SA1,2.801625,14.198275273612598,13.834216933263555
DR1_RWS0_SA2,2.0786875,14.432183769806668,14.432183769806668
DR1_RWS0_SI1102,3.99,15.538847117794488,15.538847117794488
DR1_RWS0_SI1732,1.5025,13.976705490848587,13.976705490848587
DR1_RWS0_SI472,2.55,16.470588235294123,16.470588235294123
DR1_RWS0_SX112,2.39,13.389121338912133,13.389121338912133
DR1_RWS0_SX202,1.20125,17.481789802289285,17.481789802289285
DR1_RWS0_SX22,1.875,10.133333333333333,10.133333333333333
DR1_RWS0_SX292,2.945,15.886034966544356,15.540686380315131
DR1_RWS0_SX382,2.492125,15.248031298590561,15.248031298590561
DR1_SAH0_SA1,3.34,12.262020006453694,11.939335269441756
DR1_SAH0_SA2,2.495,13.021363173957276,12.614445574771112
DR1_SAH0_SI1244,3.24,15.757337010045305,15.057010920709956
DR1_SAH0_SI1874,2.085,11.03117505995204,11.03117505995204
DR1_SAH0_SI614,4.07,15.97051597051597,15.97051597051597
DR1_SAH0_SX164,2.625,14.476190476190473,14.476190476190473
DR1_SAH0_SX327,4.314,16.087751371115175,15.843997562461913
DR1_SAH0_SX344,1.784125,12.891473411336086,12.891473411336086
DR1_SAH0_SX434,2.1494375,13.026663952778344,13.026663952778344
DR1_SAH0_SX74,2.265,14.56953642384106,14.56953642384106
DR1_SJK1_SA1,2.94125,12.794743780933237,12.448939894962068
DR1_SJK1_SA2,2.57875,12.021328162869608,12.021328162869608
DR1_SJK1_SI1025,2.85525,11.55765694772787,11.55765694772787
DR1_SJK1_SI2285,1.7225,17.416545718432513,17.416545718432513
DR1_SJK1_SI696,3.2653125,15.230694511898978,14.609033511413307
DR1_SJK1_SX125,1.9509375,13.839500240269102,13.839500240269102
DR1_SJK1_SX215,2.704625,14.33894627611905,13.961605584642232
DR1_SJK1_SX305,2.190625,13.868824039295003,13.406529904651833
DR1_SJK1_SX35,1.98,14.646464646464645,14.646464646464645
DR1_SJK1_SX395,2.5086875,15.770265590452599,15.344042196116042
DR1_SMA0_SA1,3.303,11.011489418646885,10.705614712573361
DR1_SMA0_SA2,2.363125,13.541391166358105,13.541391166358105
DR1_SMA0_SI1621,1.327375,10.547132498352012,10.547132498352012
DR1_SMA0_SI2251,3.0245625,12.233174219411898,12.233174219411898
DR1_SMA0_SI991,4.193125,13.593680131167089,13.593680131167089
DR1_SMA0_SX181,3.2911875,13.976718129854342,13.976718129854342
DR1_SMA0_SX271,2.445,13.087934560327199,13.087934560327199
DR1_SMA0_SX361,2.3736875,13.902419758287476,13.902419758287476
DR1_SMA0_SX451,4.128125,12.659602525714819,11.914920024202184
DR1_SMA0_SX91,2.5350625,13.806365720766253,13.806365720766253
DR1_TBR0_SA1,3.0375,12.988364590054744,12.65532960056616
DR1_TBR0_SA2,2.6030625,12.293212322024537,12.293212322024537
DR1_TBR0_SI1402,4.268,13.589503280224926,13.589503280224926
DR1_TBR0_SI2181,2.155,11.60092807424594,11.60092807424594
DR1_TBR0_SI921,3.9173125,15.553863352829667,15.035401241068678
DR1_TBR0_SX111,2.2626875,11.932712758611164,11.932712758611164
DR1_TBR0_SX201,2.7155625,13.256921908444383,13.256921908444383
DR1_TBR0_SX21,1.8175,11.55433287482806,11.55433287482806
DR1_TBR0_SX291,2.253875,13.310409849703287,13.310409849703287
DR1_TBR0_SX381,2.1555625,13.917480935950593,13.917480935950593
DR1_TJS0_SA1,2.804625,14.14420744837591,13.781535462520118
DR1_TJS0_SA2,2.3584375,12.720286206439644,12.720286206439644
DR1_TJS0_SI1192,1.6310625,11.035751235774228,11.035751235774228
DR1_TJS0_SI1822,4.7915625,12.752088581472467,12.296656846419879
DR1_TJS0_SI562,4.048,14.575098814229248,14.575098814229248
DR1_TJS0_SX112,2.36625,13.946117274167985,13.946117274167985
DR1_TJS0_SX202,1.2599375,16.667493427253333,16.667493427253333
DR1_TJS0_SX22,1.8225,9.876543209876543,9.876543209876543
DR1_TJS0_SX292,3.431875,14.116609072862286,13.82251305051099
DR1_TJS0_SX382,2.611,13.404825737265416,13.404825737265416
DR1_TPF0_SA1,2.725,13.082278185301126,12.708498808578238
DR1_TPF0_SA2,1.83125,16.928327645051198,16.928327645051198
DR1_TPF0_SI1235,2.9758125,15.121920483901455,15.121920483901455
DR1_TPF0_SI1865,1.017,20.19054829957726,19.181020884598396
DR1_TPF0_SI605,3.20125,18.055830528608197,17.739061571965948
DR1_TPF0_SX155,2.2301875,17.038926099262955,17.038926099262955
DR1_TPF0_SX245,1.7229375,15.090506765335364,15.090506765335364
DR1_TPF0_SX335,3.6,15.296367112810707,14.72983499752142
DR1_TPF0_SX425,1.414375,15.92688113660015,15.202931994027418
DR1_TPF0_SX65,1.61075,17.383206580785348,17.383206580785348
DR1_TRR0_SA1,3.281875,11.256595661520421,10.943912448700411
DR1_TRR0_SA2,2.30075,13.819235484230466,13.373453694416582
DR1_TRR0_SI1548,2.0619375,10.070226580098051,9.540214654829732
DR1_TRR0_SI2178,2.042,12.24289911851126,12.24289911851126
DR1_TRR0_SI918,3.8796875,13.660894079742247,13.660894079742247
DR1_TRR0_SX108,2.52825,15.03015920102838,15.03015920102838
DR1_TRR0_SX18,2.355,11.735941320293398,11.301276826949197
DR1_TRR0_SX198,2.3080625,13.494517852122575,12.594883328647736
DR1_TRR0_SX288,3.075,13.333333333333332,13.333333333333332
DR1_TRR0_SX378,3.13,11.501597444089459,11.501597444089459
DR1_VFB0_SA1,2.286875,16.07142857142857,15.625
DR1_VFB0_SA2,1.9683125,15.241482234147274,15.241482234147274
DR1_VFB0_SI1032,2.3035625,15.193857340532327,15.193857340532327
DR1_VFB0_SI1510,3.7781875,14.94920667278225,14.405599157408352
DR1_VFB0_SI2292,1.4335,16.742239274502964,16.742239274502964
DR1_VFB0_SX132,2.2128125,15.816975003530574,15.816975003530574
DR1_VFB0_SX222,2.260625,17.523128800760873,16.60085886387872
DR1_VFB0_SX312,3.3706875,16.845974195030436,16.23339331521115
DR1_VFB0_SX402,1.9475,15.404364569961487,15.404364569961487
DR1_VFB0_SX42,1.615,15.479876160990711,15.479876160990711
DR1_VMH0_SA1,2.669375,13.31146449879959,12.93113694169103
DR1_VMH0_SA2,2.29125,12.856747021335552,12.413410917151568
DR1_VMH0_SI1466,3.46725,17.881606460451373,17.881606460451373
DR1_VMH0_SI2096,2.4453125,13.49520766773163,13.49520766773163
DR1_VMH0_SI836,3.6344375,15.958452993069766,15.958452993069766
DR1_VMH0_SX116,1.720625,15.691972393752273,15.691972393752273
DR1_VMH0_SX206,2.603125,14.213685474189676,14.213685474189676
DR1_VMH0_SX26,1.790625,10.610820244328096,10.610820244328096
DR1_VMH0_SX296,1.989375,12.566760917373548,12.566760917373548
DR1_VMH0_SX386,1.7125,14.892032762472077,14.296351451973194
DR1_WAD0_SA1,2.18875,16.324150998396735,15.857746684156828
DR1_WAD0_SA2,1.805875,16.612445490413233,16.612445490413233
DR1_WAD0_SI1062,2.8619375,22.711886615273745,22.711886615273745
DR1_WAD0_SI1749,0.8594375,18.616827867064213,18.616827867064213
DR1_WAD0_SI2322,1.696625,18.86097399248508,18.86097399248508
DR1_WAD0_SX162,2.075,13.975903614457833,13.975903614457833
DR1_WAD0_SX252,1.7669375,17.544480209401865,17.544480209401865
DR1_WAD0_SX342,2.135625,16.17940100526425,15.703536269815304
DR1_WAD0_SX432,3.058125,17.096165933375236,16.760946993505137
DR1_WAD0_SX72,1.133125,17.650303364589078,17.650303364589078
DR1_WAR0_SA1,3.26125,12.13276039742568,11.821663976978867
DR1_WAR0_SA2,2.81,11.03202846975089,11.03202846975089
DR1_WAR0_SI1045,4.4913125,13.423983798640245,12.961087805583684
DR1_WAR0_SI1675,2.544375,14.148857774502579,14.148857774502579
DR1_WAR0_SI2305,2.0565625,12.642455553867192,12.642455553867192
DR1_WAR0_SX145,2.474375,14.549128567820157,14.549128567820157
DR1_WAR0_SX235,2.4438125,12.417218543046358,12.003311258278146
DR1_WAR0_SX325,2.0425625,11.260365349897494,11.260365349897494
DR1_WAR0_SX415,2.1666875,16.031119231449285,15.559615724641953
DR1_WAR0_SX55,3.045,14.449917898193759,14.449917898193759
DR2_AEM0_SA1,3.06125,12.642961114576837,12.310251611561656
DR2_AEM0_SA2,2.571875,13.219927095990277,13.219927095990277
DR2_AEM0_SI1392,4.494125,13.723303885410411,13.494582153986904
DR2_AEM0_SI2022,1.4763125,12.86990389907286,12.86990389907286
DR2_AEM0_SI762,2.425,10.431879824744419,10.014604631754642
DR2_AEM0_SX132,2.6045,13.438279900172777,13.438279900172777
DR2_AEM0_SX222,2.425625,16.490595207420768,16.490595207420768
DR2_AEM0_SX312,3.489375,14.61579795808705,14.61579795808705
DR2_AEM0_SX402,2.4210625,12.804295634664536,12.804295634664536
DR2_AEM0_SX42,1.931875,16.58807397745895,16.05297481689576
DR2_AJW0_SA1,3.667375,11.06041753076179,10.783907092492743
DR2_AJW0_SA2,2.895,13.251383985005013,12.902663353820673
DR2_AJW0_SI1263,4.048,14.081027667984191,14.081027667984191
DR2_AJW0_SI1893,2.425,13.746062325896226,13.32951498268725
DR2_AJW0_SI633,4.6880625,12.585156447892917,12.585156447892917
DR2_AJW0_SX183,2.5003125,11.198600174978127,11.198600174978127
DR2_AJW0_SX273,2.44425,13.501073949064132,13.501073949064132
DR2_AJW0_SX3,1.4824375,10.793035119524433,10.793035119524433
DR2_AJW0_SX363,3.06625,12.392988177741543,12.392988177741543
DR2_AJW0_SX93,2.2510625,11.105866674070576,11.105866674070576
DR2_ARC0_SA1,2.5535625,15.650741350906094,14.827018121911038
DR2_ARC0_SA2,1.9921875,14.833285380902144,14.321792781560692
DR2_ARC0_SI1188,1.1490625,13.924394887136254,13.924394887136254
DR2_ARC0_SI1818,1.9096875,14.662084765177548,14.662084765177548
DR2_ARC0_SI558,3.1444375,15.583073284172444,15.583073284172444
