0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
-1.5740278,-1.5746164,-1.5367043,-1.5352149,-1.4371105,-1.3167536,-1.1623507,-0.93239385,-0.44146207,0.046226084,0.0788964,-0.11390129,-0.1349338,-0.29488677,-0.5348487,-1.024021,-1.5895983,-2.1074212,-2.0856714,-1.2284153,-0.85178065,-0.6559486,-0.418171,-0.25253356,-0.1662913,-0.06480634,0.16372389,0.24204963,0.3802719,0.30012214,-0.13300465,-0.35498875,-0.49315184,-0.8421568,-0.9633013,-0.6865624,-0.50785935,-0.43488017,-0.435771,-0.37373477,-0.6127585,-0.7303113,-0.9333523,-1.1509753,-1.0820122,-1.1462336,-1.3893173,-1.6474366,-1.7309959,-1.7707499,-1.7624197,-1.8353177,-1.8908174,-1.91432,-1.854857,-1.6680627,-1.5066679,-1.3646939,-1.5493324,-1.7848995,-1.8876797,-1.7818313,-1.6498573,-1.5530233,-1.424391,-1.4109023,-1.3591133,-1.386069,-1.3551298,-1.4126277,-1.4953544,-1.5121028,-1.5951596,-1.7024168,-1.8568506,-2.0434308,-2.3003807,-2.4050848,-2.4312804,-2.393539,-2.2711434,-2.0127509,-1.7483169,-1.6888791,-1.681139,-1.5744952,-1.4352498,-1.3292515,-1.092982,-0.7854651,-0.6710707,-0.8009556,-0.97583485,-1.2178264,-1.5369675,-1.8068562,-1.8497757,-1.8958552,-1.9821131,-1.8415694,-1.8413594,-1.8409045,-1.8406012
-3.612733,-3.7194276,-3.730098,-3.7385502,-3.7613513,-3.770822,-3.838083,-3.7405522,-3.4111347,-3.4094243,-3.3537989,-3.3368962,-3.3313766,-3.3016925,-3.1487498,-2.3751895,-0.8863131,0.16075239,-0.06511282,-0.52673525,-2.3222651,-3.4247618,-3.7190237,-3.3979878,-2.7864265,-2.6605716,-2.4681025,-2.1866794,-1.9482907,-1.2493854,-0.22378331,0.40452105,1.0013694,1.7560971,1.7080462,1.1744404,0.9226889,0.6386672,0.07499845,-0.5859718,-1.4189675,-2.0699084,-2.8500063,-3.1959407,-3.576995,-3.5114088,-3.3038416,-3.1274402,-3.0667377,-2.9842234,-2.9350915,-2.7802682,-2.6926587,-2.716509,-2.827032,-3.0969589,-3.3318741,-3.5817819,-3.6852465,-3.603693,-3.5528002,-3.6156995,-3.7022777,-3.3265457,-3.0500083,-2.7732456,-2.5982082,-2.4414513,-2.1491516,-1.5913695,-1.2419589,-0.9082316,-0.29120004,0.49169883,1.3916094,1.8265455,2.0258436,2.1235857,2.1607113,2.0165074,1.7040179,1.2507734,0.9220888,0.77081835,0.7613485,0.5536088,0.32864782,0.25725463,0.08043,-0.27768874,-1.032068,-1.8392072,-2.3941643,-2.8997154,-3.0987957,-3.4252152,-3.6257167,-3.7061439,-3.737865,-3.8533268,-3.8532348,-3.8532066,-3.8532147
-0.7868757,-0.8245199,-0.83594966,-0.7893195,-0.8862602,-0.81245166,-0.92857623,-1.084936,-1.2079262,-1.3248065,-1.567607,-1.824193,-1.9684536,-2.0477207,-2.0875072,-1.7159207,-0.64686275,0.50016093,0.50461787,-0.54229283,-2.2906957,-2.8947268,-3.135582,-3.130765,-2.992502,-3.0482426,-3.233242,-3.3556547,-3.4559896,-3.3757048,-2.3223944,-1.1869879,-0.2627531,1.1945167,2.470985,2.7934656,2.7746303,2.5699925,2.2774768,2.0769844,1.439527,0.8285347,-0.20396554,-0.9196775,-1.4039134,-1.5646247,-1.4611194,-1.3143548,-1.3630176,-1.3051884,-1.2536867,-1.2475626,-1.1871685,-1.1091481,-1.0711094,-1.1405562,-1.3387729,-1.6625729,-2.0039418,-2.0870914,-2.2038631,-2.2644448,-2.4201834,-2.3527515,-2.1227694,-2.1623507,-2.2825909,-2.3469045,-2.2553778,-2.1223714,-2.0238192,-1.8842921,-1.6138906,-1.1556195,-0.306321,0.42430943,1.0911003,1.5322646,1.8362176,2.0472362,2.1595209,2.2369761,2.2044468,2.183979,2.1451225,2.1732035,2.17039,2.147798,2.0031154,1.7671509,1.3717167,1.0086575,0.54436874,-0.17771176,-0.67638147,-1.0286698,-1.213336,-1.1576421,-1.0369725,-1.654861,-1.6552017,-1.6555676,-1.6556176
-3.1369307,-3.1414468,-3.2178602,-3.1805127,-3.4266937,-3.610521,-3.8015833,-3.9276247,-3.59699,-2.9716516,-2.6276398,-2.5070806,-2.5198536,-2.6478033,-2.7960515,-2.4945016,-1.2280984,0.32435217,0.3499303,-0.9443195,-2.9468966,-3.3982973,-3.231649,-2.8130572,-2.4861827,-2.392418,-2.510706,-2.471792,-2.5729296,-2.8345163,-2.6793067,-2.3837667,-2.037018,-1.090617,-0.109420545,-0.15905406,-0.4538442,-0.8519031,-1.41816,-1.5857428,-1.6712627,-1.8278184,-2.0861,-2.432803,-2.395684,-2.196984,-1.762666,-1.5111694,-1.5446453,-1.5252297,-1.4902756,-1.4491324,-1.4426042,-1.3625839,-1.3810518,-1.5674993,-1.8598593,-2.233675,-2.7557678,-2.8532338,-3.0854504,-3.2641747,-3.4392624,-3.4918423,-3.2720382,-2.9203217,-2.791974,-2.775299,-2.657747,-2.4926012,-2.398151,-2.2397876,-1.9895097,-1.5215173,-0.77764493,-0.22655508,0.31894448,0.6347262,0.8000599,0.8887852,0.8134059,0.5843975,0.37158042,0.31067118,0.24739683,0.21235901,0.114400625,0.07702756,-0.19497295,-0.58376837,-1.046504,-1.2691191,-1.2770004,-1.3902116,-1.2523751,-0.9699353,-1.072139,-1.1825533,-1.1639642,-2.226292,-2.226491,-2.227186,-2.2276893
-1.2180002,-1.4255835,-1.474786,-1.5495033,-1.5753939,-1.618802,-1.8656424,-1.9220401,-1.4348162,-1.3544446,-1.5077842,-1.6603023,-1.7562921,-1.7676606,-1.5615091,-0.50719637,0.5700239,1.4541299,1.4263599,0.62666106,-1.0477003,-2.0073116,-2.306443,-2.2453427,-2.165378,-2.2492137,-2.273523,-2.1041083,-2.0422194,-1.9099561,-1.4342198,-0.9794463,-0.6209086,0.063445345,0.63835377,0.5411153,0.38371846,0.25414625,-0.118667476,-0.7733472,-0.7661134,-0.31254944,0.23796414,0.27289438,-0.13258095,-0.48168984,-0.9698867,-1.2033422,-1.2629266,-1.2532554,-1.2703836,-1.2611009,-1.1614078,-1.1743765,-1.3491704,-1.7481433,-2.076692,-2.4640694,-2.729096,-2.670713,-2.6520553,-2.7227974,-2.8030422,-2.6286511,-2.3525116,-2.005324,-1.9319426,-1.8757691,-1.6763504,-1.4033504,-1.2000947,-0.98096395,-0.49749646,0.13444956,0.9957249,1.753644,2.4594302,2.7816668,2.9626493,3.0292552,3.0412834,3.063616,3.0780344,3.0731359,3.092051,3.1936889,3.1969633,3.180943,3.1296687,2.9928045,2.8053813,2.8405457,2.8999877,2.818563,2.163927,1.205126,0.4241752,-0.0354444,-0.24326062,-0.9528829,-0.95265245,-0.95270395,-0.95275855
1.5711915,1.7737808,1.8839761,1.905168,1.7409678,1.5409509,1.3821251,1.1840072,0.30601877,-0.05318956,-0.011974469,0.34962353,0.62334377,0.88702667,1.0266949,0.6202834,0.30553898,0.06271516,-0.5783998,-1.9921083,-2.7095337,-2.2261047,-1.7972759,-1.4803663,-1.1112666,-0.9076407,-0.68339396,-0.50032383,-0.39411303,-0.16164799,-0.28070492,-0.7130968,-0.8782005,-0.67566913,-0.5545597,-0.597672,-0.63091844,-0.51641166,-0.5096377,-0.49203303,-0.4314985,-0.26414257,-0.015627757,0.37834463,1.1423436,1.5388961,1.3530068,1.1887987,0.9938909,0.7682108,0.6517565,0.47301894,0.26264444,0.06279123,-0.34427047,-0.87190914,-1.1668909,-1.5233357,-1.4043348,-0.9786972,-0.86003226,-1.0484588,-1.0409029,-0.76444304,-0.75329685,-0.46492958,-0.22302353,0.018063791,0.23694302,0.48586768,0.51968145,0.5482541,0.5694856,0.529427,0.39071074,0.11679566,-0.29621208,-0.5938511,-0.9315575,-1.3034276,-1.6123503,-1.8568236,-1.9466181,-1.9463885,-2.0024996,-2.050775,-2.1875799,-2.2672153,-2.3513227,-2.5001864,-2.5399919,-2.2875855,-1.7993547,-0.84152865,0.21424134,1.2842454,1.7374452,1.8212512,1.7942555,1.7214465,1.7213724,1.7211006,1.7207474
-1.0202587,-0.93711513,-0.9467211,-0.96539146,-0.7984209,-0.6380641,-0.49766815,-0.39258644,0.1045149,0.15331168,-0.09712085,-0.08294265,-0.015493944,0.091753855,0.14063188,-0.27341694,-1.3389037,-1.9998009,-1.7204831,-0.34437,0.52595615,1.1124136,1.9909141,2.7969613,3.1546326,4.108287,4.404847,4.1286993,3.8816352,2.9149647,1.3760508,0.30660975,-0.45168838,-1.54289,-2.1280591,-1.9790297,-1.7587614,-1.6439807,-1.5172049,-1.3898168,-1.3456423,-1.1711426,-0.77339035,-0.31485972,-0.22567081,-0.24865034,-0.5440181,-0.73439616,-0.7123054,-0.80203223,-0.8950546,-0.98267895,-1.111352,-1.1677244,-1.1757463,-1.0408039,-0.8244283,-0.47415406,0.05620128,0.11210072,0.24303126,0.40182322,0.48548442,0.21037063,-0.22781274,-0.67235565,-0.94691205,-1.1258718,-1.4778699,-1.9447608,-2.06875,-2.2245145,-2.3415477,-2.5878563,-2.8928604,-3.0067909,-3.0645185,-3.128262,-3.1544907,-3.1308365,-3.0575066,-2.9452128,-2.7911532,-2.727837,-2.678917,-2.6608026,-2.5543232,-2.4499307,-2.3008096,-2.1870146,-2.1037655,-1.961818,-1.7791903,-1.4969323,-1.4081932,-1.161934,-1.1390789,-1.2871925,-1.4788169,-1.611322,-1.6113936,-1.6112958,-1.6111283
0.21788743,0.3037432,0.46754688,0.51310354,0.5491141,0.5761908,0.6826267,0.95934737,0.73129904,0.55326355,0.2713626,-0.10204579,-0.2997251,-0.48730937,-0.80172247,-1.571887,-2.5256715,-3.262525,-3.2142596,-2.500472,-0.960367,-0.22888254,0.10645812,-0.05324693,-0.0077734366,-0.030495092,-0.111416206,-0.34526318,-0.55462986,-0.873876,-1.4882402,-2.120885,-2.528316,-2.8398318,-3.028897,-3.0590448,-3.0417264,-3.0326266,-2.9426997,-2.7166166,-2.3585334,-2.1246552,-1.6319246,-1.1270615,-1.0192158,-0.872103,-0.8319004,-1.0784055,-1.1637876,-1.3520116,-1.4797481,-1.7133753,-1.8531792,-1.9831715,-1.9759473,-1.8558314,-1.6271583,-1.1112549,-0.52586985,-0.47136658,-0.33019912,-0.19757287,0.12133965,-0.12878193,-0.52646214,-0.8368259,-0.8680588,-0.88160133,-0.899422,-0.79557395,-0.7871828,-0.7677519,-0.8581844,-1.039257,-1.3431246,-1.7317046,-2.0947585,-2.2593236,-2.3672013,-2.4247015,-2.4290829,-2.4217272,-2.380142,-2.3830736,-2.3856416,-2.393211,-2.3031728,-2.1311111,-1.8763548,-1.4738548,-0.99516743,-0.6914157,-0.44439155,-0.121744454,0.06803247,0.5083741,0.82234305,1.02886,1.1067983,0.2487787,0.24816178,0.24754377,0.24724665
-2.532865,-2.5061083,-2.4581747,-2.4548287,-2.5355458,-2.717392,-2.929689,-2.8283076,-2.9038973,-2.7397647,-2.523688,-2.3424516,-2.3624406,-2.4594693,-2.571465,-3.011439,-3.4685094,-3.9500601,-4.000267,-3.2228646,-1.2043977,-0.15086257,0.4630562,1.0624026,1.8591921,2.1347504,2.11748,1.7992933,1.5457802,1.4101083,0.8922996,0.17086369,-0.16835299,-0.59567225,-1.5821989,-2.264717,-2.4312012,-2.4158268,-2.1918473,-2.1800804,-2.0066905,-1.8972111,-1.7193205,-1.5955213,-1.7933819,-1.6281967,-1.5932107,-1.7335016,-1.7508199,-1.8555783,-1.9295728,-1.9675333,-2.0598803,-2.218209,-2.2454019,-2.1494498,-1.9052694,-1.3471082,-0.5228142,-0.32852137,-0.1481286,-0.011050433,0.38010266,-0.09855007,-0.6564974,-0.8541225,-0.79535204,-0.66466,-0.5709164,-0.52406156,-0.47799477,-0.48691854,-0.5025185,-0.601898,-0.9007647,-1.3012085,-1.738297,-2.039784,-2.3270006,-2.649,-2.8647313,-2.9854271,-3.0213773,-3.051611,-3.0802069,-3.1703422,-3.084471,-2.9682503,-2.8159962,-2.5575023,-2.2429357,-2.1367483,-1.9527087,-1.9124074,-2.1483436,-2.3067536,-2.201703,-2.1602755,-2.256981,-1.5535448,-1.5537641,-1.5536276,-1.5534897
-3.32889,-3.1789584,-3.043507,-2.9630988,-2.973403,-2.8552217,-2.6747959,-2.6330109,-2.612883,-2.4135299,-2.0512328,-1.7300496,-1.3415508,-1.1243837,-1.0525774,-1.2801892,-1.728909,-2.5315683,-3.093532,-3.8866282,-3.587603,-3.2140749,-2.8904357,-2.7653713,-2.6595948,-2.6396742,-2.564956,-2.4024665,-2.2311673,-1.6840461,-1.1240672,-0.97859156,-0.877649,-0.84756464,-0.6494107,-0.30255857,0.18582395,0.30803895,-0.06974524,-0.23218246,-1.2655661,-1.9609504,-2.5954645,-2.5807068,-2.2296035,-2.02275,-2.0926478,-2.2364714,-2.323997,-2.3849158,-2.3776379,-2.3296652,-2.3340802,-2.390323,-2.5826836,-2.853284,-3.0237875,-3.2542186,-3.2292533,-3.01047,-2.9276624,-2.9501243,-2.9914174,-2.2960646,-1.750121,-1.0858481,-0.5599646,-0.42639574,-0.36152017,-0.54826385,-0.78747785,-0.9451619,-1.242101,-1.4261048,-1.5864817,-1.7320013,-1.9905022,-2.1375966,-2.2426262,-2.3830829,-2.5620556,-2.7376935,-2.778267,-2.8052993,-2.885868,-2.9526348,-3.09766,-3.2188478,-3.3624935,-3.5327723,-3.5830967,-3.4408538,-3.2528267,-2.841073,-2.3510737,-2.087529,-1.9456605,-1.9650317,-1.932749,-2.681518,-2.6819127,-2.682777,-2.6833916
