0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
-2.811588,-2.811036,-2.8096943,-2.814769,-2.8200712,-2.8277562,-2.3148696,-2.2949026,-2.0003798,-1.4678088,-1.0770082,-0.51536095,-0.4122368,-0.8000224,-1.416116,-2.33825,-3.0853043,-3.5158792,-3.584388,-3.0503397,-2.34063,-1.8513074,-1.530113,-1.3368711,-1.3105577,-1.1158762,-0.7923425,-0.64762294,-0.71305984,-0.9769537,-1.4243813,-2.2839653,-2.9612951,-3.0674224,-3.0260901,-2.6663165,-1.8608851,-0.5230793,0.3147657,0.5141013,0.51717,-0.14163408,-0.48477116,-0.6835499,-1.557042,-2.5328844,-3.0367172,-3.148192,-3.1767163,-3.1026266,-2.8289242,-2.0828502,-1.596268,-1.5630968,-1.197687,-1.1226797,-1.36269,-1.8981543,-2.2282293,-2.4945614,-2.5175178,-2.4123032,-2.3456948,-2.2812185,-2.2600265,-2.281898,-2.2614603,-2.2415042,-2.246008,-2.2620485,-2.2983723,-2.3145032,-2.352767,-2.3788018,-2.3637965,-2.4541476,-2.4769487,-2.4670327,-2.4205756,-2.451015,-2.4030752,-2.4628963,-2.5086207,-2.7168171,-2.8277645,-2.8674803,-2.6828501,-2.6647158,-2.7099795,-2.7306023,-2.79357,-2.8040686,-2.8361468,-2.8323321,-2.7979805,-2.8309417,-2.8090475
-1.7834547,-1.7832254,-1.7829633,-1.7814455,-1.7801546,-1.7656783,-3.196771,-3.1085682,-2.8661835,-2.4267187,-2.13845,-1.8968298,-1.5175539,-0.95644295,-0.39032,0.5632511,1.525429,1.9097799,1.5386684,-0.009808272,-1.6705436,-2.4798288,-2.7072816,-2.747199,-2.6225393,-2.371676,-1.6025742,-1.1830122,-0.784603,-0.36632437,-0.059126854,0.3955681,0.92204756,1.141705,1.1788437,1.1025484,0.61213475,-0.31475133,-1.2246084,-2.2349606,-3.0442324,-3.3300996,-3.0992353,-2.717235,-2.349141,-2.2212505,-2.2319684,-2.362864,-2.5345912,-2.8111868,-3.4080987,-4.3628616,-5.026664,-4.9245815,-4.2235775,-3.678378,-3.0379739,-2.173558,-1.6601653,-1.3384252,-1.317255,-1.2575762,-1.2955935,-1.1588812,-1.150451,-1.1627095,-1.1246278,-1.111828,-1.1151488,-1.1157068,-1.1304736,-1.1272125,-1.1084654,-1.0329871,-0.9266621,-1.008924,-1.1178925,-1.1930954,-1.2941109,-1.4071382,-1.5592582,-1.6995581,-1.7045074,-1.9030199,-1.9783692,-1.963072,-1.6062399,-1.547654,-1.6082649,-1.6541306,-1.7306163,-1.8225212,-1.849557,-1.9948883,-1.9779932,-1.7686272,-1.7823257
0.6358708,0.63432103,0.6295039,0.63276494,0.62943536,0.57742876,-0.9927742,-0.69206667,-0.53632134,-0.341689,-0.17926925,-0.19559547,-0.0866797,-0.16712895,-0.38207388,-0.4533185,-0.38464552,-0.049890682,0.40200895,1.3649038,2.1620502,2.4137645,2.238102,1.79782,1.3883685,1.214778,1.6015955,1.7877266,1.8342078,1.7038273,1.2335718,0.72371984,0.50869185,0.63518906,0.8065266,1.0315976,1.0664175,0.76166034,0.3944855,0.12498501,-0.013838574,-0.19001225,-0.25678888,-0.117762655,0.23888864,0.684959,0.8661017,0.9357261,0.9413117,0.8936039,0.68705595,-0.23947713,-1.2261161,-1.4315777,-0.9820533,-0.52658516,0.017466545,1.1580756,2.1342158,3.2087057,3.9020414,4.0211334,3.8970573,3.9913359,3.9632719,3.9008284,3.9079962,3.8742821,3.8652873,3.9538224,3.8408937,3.7973409,3.8365455,3.8749661,4.012585,3.7899947,3.6584296,3.5681033,3.3616347,3.1769066,2.933016,2.7285476,2.6639247,2.112204,1.8151289,1.6677899,2.3989413,2.3992279,2.2117918,2.0240443,1.81169,1.651413,1.5612019,1.3027467,1.3101418,0.6539686,0.63000745
-0.42640153,-0.4262506,-0.42886454,-0.4153597,-0.3995169,-0.29479006,-2.0532224,-1.7340053,-1.7387819,-1.7027752,-1.5088999,-1.4839373,-1.2400644,-0.9622203,-0.585981,0.004637126,0.5368621,0.7897561,0.7423035,0.39389348,-0.35046497,-1.1037688,-1.7188045,-2.2621148,-2.6587381,-2.4432735,-1.4986732,-1.0832847,-0.57975817,-0.19828165,-0.014180988,0.2959526,0.6231615,0.77872574,0.9540291,0.92944336,0.6395534,-0.013962343,-0.4921702,-0.9676192,-1.2653294,-1.3326918,-1.2116938,-0.7148636,0.23257643,1.0337698,1.420282,1.6058712,1.5901345,1.4388003,1.1145985,-0.034069218,-1.4451467,-1.9923043,-1.4832139,-0.8810133,-0.1049439,0.75250095,1.1021727,0.9888356,0.82479453,0.86876786,0.7701733,0.78926146,0.7719512,0.7392185,0.7274945,0.72439754,0.693995,0.6636799,0.6450627,0.64731187,0.6364418,0.66830915,0.6435888,0.51188797,0.29942662,0.16719696,-0.19609277,-0.451912,-0.75030816,-0.9006997,-0.95125043,-0.8684769,-0.6699505,-0.47399217,-0.5638386,-0.5780679,-0.4966633,-0.38805264,-0.38213652,-0.32612062,-0.2271316,-0.2022703,-0.27295923,-0.39799106,-0.4373661
1.4056937,1.4054114,1.4071972,1.4081192,1.4083103,1.3712261,-0.93702185,-0.58961904,-0.12069303,-0.038957343,-0.17362389,-0.06931749,0.43514454,1.1623428,2.0292428,3.2594867,4.1646805,4.471356,4.4455385,4.400673,4.5338826,4.3673983,4.106474,3.8571248,3.487703,2.5477848,1.7696216,1.9888254,3.4467227,6.2953405,8.408711,9.732162,10.327223,10.246952,10.086701,10.064066,10.048347,9.669071,8.612804,6.173303,2.8038561,-0.06896591,-0.57795864,-0.24565125,-0.024673164,-0.07988301,-0.10357043,-0.07711488,-0.104079336,-0.21867934,-0.46481806,-0.8055022,-1.2430756,-1.6309466,-1.5847387,-1.5354573,-1.1906946,-0.57026064,-0.10063098,-0.081030995,-0.30975857,-0.3776868,-0.34187132,-0.174344,-0.15305015,-0.17433664,-0.1358423,-0.090820014,-0.08363262,-0.04875636,0.031743318,0.06081906,0.10891768,0.24849136,0.3791262,0.45362365,0.40951496,0.5330651,0.5413029,0.4375872,0.3245362,0.26970324,0.21133353,0.33844268,0.437061,0.49885008,0.3007801,0.33015323,0.3960548,0.4801981,0.55874,0.58281606,0.60627615,0.6242597,0.6164043,1.375924,1.4012218
3.9049702,3.9042442,3.8979456,3.9284368,3.96629,4.343877,6.364201,6.167874,5.637701,5.4988403,5.4807796,4.9290066,3.3673582,1.2145603,-0.07466978,-0.82503206,-1.0612285,-1.2845438,-1.4730854,-1.6813662,-1.5582299,-1.2698587,-0.9301059,-0.6593776,-0.41344813,-0.19346184,0.12249,0.04486604,-0.029802397,-0.082797624,-0.15603964,-0.3940251,-0.4703042,-0.5069601,-0.48547363,-0.53689766,-0.6406282,-0.6376617,-0.47098234,-0.10037129,0.44033483,0.8727828,0.44664335,-0.02412206,0.08732039,0.59538007,0.8477237,1.0239764,0.8923955,0.54631793,-0.11213978,-1.3350444,-1.2451435,-0.16642977,0.71086955,0.98129916,1.0821332,0.8064919,0.5081519,0.63109034,1.0324901,1.5774195,2.066296,1.918045,1.8634009,1.8237045,1.7499943,1.76912,1.8130076,1.6668897,1.5096426,1.3578596,1.2511673,1.1402526,1.0192182,0.8087033,0.62993395,0.5985073,0.40615785,0.35958946,0.50980294,0.73630196,0.8096874,1.114326,1.17016,1.2286601,0.81476605,0.72258663,0.74254155,0.7337656,0.74606174,0.781367,0.80344725,0.9694592,1.0116687,3.8370361,3.861258
-1.0314257,-1.0296888,-1.0259949,-1.0358667,-1.042838,-1.0706952,-0.7634219,-1.2358303,-1.9038143,-2.1617453,-2.2846534,-2.462255,-2.6530924,-2.9113915,-3.0981221,-3.367257,-3.5405254,-3.7220669,-3.876241,-3.495503,-2.713039,-1.9910307,-1.4862252,-1.1997545,-1.0934112,-1.4059025,-1.9767039,-2.0834384,-2.235119,-2.2870548,-2.1507382,-2.1433814,-2.0657263,-1.8199294,-1.7527796,-1.5121174,-1.0013316,0.08970682,0.78808916,0.11894465,-0.5413217,-0.9924092,-0.9565592,-1.0151021,-1.7271638,-2.3787684,-2.632366,-2.6700149,-2.5383425,-2.3620574,-1.8944916,-0.7575573,-0.3283695,-0.78076327,-1.00922,-0.8345803,-0.81487644,-0.98753005,-1.2211872,-1.7667503,-2.3789303,-2.4881783,-2.4316409,-2.4174614,-2.402326,-2.396586,-2.360547,-2.3106072,-2.326807,-2.3390799,-2.290647,-2.1996348,-2.1624084,-2.0995507,-2.0310993,-1.837237,-1.6715832,-1.5676706,-1.2278934,-0.97917783,-0.74550694,-0.52486837,-0.45421475,-0.38821113,-0.4333777,-0.59329283,-0.67491525,-0.7076956,-0.70887065,-0.7338898,-0.7232994,-0.73697174,-0.72449315,-0.7737794,-0.74622333,-1.0301178,-1.0188208
0.89194673,0.8925939,0.8921319,0.89233035,0.8922692,0.8832444,0.44724253,0.23733021,-0.1531246,-0.24878016,-0.3468782,-0.56018716,-0.98119724,-1.416094,-1.6283885,-1.746474,-1.8738508,-1.8039502,-1.513349,-1.2776335,-1.5307679,-1.4713619,-1.3992352,-1.3551028,-1.2424741,-0.9154608,-0.7694081,-0.86024845,-1.1689321,-1.6281431,-1.8001709,-1.7582464,-1.9040349,-2.1998415,-2.4672046,-2.6833937,-2.770362,-2.4848714,-1.8283877,-0.6474418,0.32905695,0.9901006,1.0107952,0.4525878,-0.4670746,-1.1864321,-1.4285325,-1.6192772,-1.7395833,-1.7725217,-1.7228758,-1.2587924,-0.740984,-0.30314994,-0.28962392,-0.3394967,-1.0594679,-1.8139478,-2.2110183,-1.9334111,-1.2893474,-1.0073316,-0.8786859,-0.9359709,-0.93033075,-0.93449694,-0.9323233,-0.9527081,-0.97666526,-1.0057192,-1.0103921,-1.0085652,-1.0512214,-1.0728458,-1.1287197,-1.0646114,-0.9289051,-0.8877808,-0.6530142,-0.30991387,0.13455051,0.5373632,0.8890132,1.0954361,0.9396912,0.811478,0.6515032,0.6489502,0.7335571,0.7336824,0.800825,0.79454273,0.8024477,0.812066,0.82735616,0.8941122,0.8915319
-3.1524787,-3.1513884,-3.149589,-3.1569753,-3.1641703,-3.2177215,-2.926546,-3.0496056,-3.0546327,-3.3639789,-3.5344212,-3.6958747,-3.8786268,-3.882501,-3.6859796,-3.4520159,-3.3929007,-3.336104,-3.3280487,-3.4120464,-3.5682006,-3.4294982,-3.1688905,-2.8418481,-2.4203525,-2.2761443,-2.784803,-2.9322925,-2.9880016,-2.9741817,-2.8615153,-2.7928247,-2.9013448,-3.0144682,-3.1668696,-3.231648,-3.2455235,-2.9506056,-2.768748,-2.886656,-2.8375413,-2.530447,-2.2708294,-2.2292051,-2.7051244,-3.22126,-3.3704438,-3.4134932,-3.426281,-3.426968,-3.3274322,-2.9243975,-2.8566804,-3.4158783,-3.7354755,-3.754654,-3.7661161,-3.6917624,-3.4203296,-2.8464794,-2.6094043,-2.6451077,-2.6783316,-2.7293234,-2.7531419,-2.7643824,-2.7714782,-2.7954855,-2.8052416,-2.8764722,-2.9373496,-2.9794264,-3.0577555,-3.098147,-3.1311512,-3.1664042,-3.199551,-3.1875548,-3.1669543,-3.1268806,-2.9397092,-2.7736926,-2.6410604,-2.6040335,-2.8258963,-2.9985447,-2.854118,-2.8801384,-2.9059653,-2.977728,-3.0237074,-3.0858731,-3.0999882,-3.120738,-3.084955,-3.139448,-3.141807
1.4366007,1.4375634,1.436125,1.4500886,1.4625095,1.6189952,4.4036613,5.2533865,7.2000284,8.3264265,8.670914,8.850086,9.112518,8.943201,8.294099,6.8080187,4.983758,2.933384,1.0749581,-0.85998404,-0.4838089,0.88035125,2.6277604,4.0831804,5.6943946,8.303941,10.480391,10.885733,10.974743,10.343578,9.196443,6.9424734,3.2307177,0.68513906,-0.5458288,-1.4025649,-1.8350713,-1.7457458,-1.2678409,-0.38897792,0.5701606,1.0555569,0.8191149,0.29495695,-0.56467766,-1.3440005,-1.7203794,-1.8310955,-1.9102975,-1.9131796,-1.8767983,-1.6061168,-0.95712125,-0.61185825,-0.18049374,0.09893558,0.2695488,-0.26119465,-0.73985815,-1.1591442,-1.4786654,-1.5197706,-1.4507792,-1.440769,-1.4212805,-1.4689515,-1.4919367,-1.4888012,-1.4786243,-1.4716537,-1.4325862,-1.4034317,-1.3705082,-1.3044146,-1.2411968,-1.1975474,-1.1827117,-1.1527859,-1.2822714,-1.360225,-1.378299,-1.3292571,-1.1446826,-1.1830099,-1.127163,-0.9845419,-0.8817739,-0.8048663,-0.73415625,-0.71607447,-0.7503149,-0.82528484,-0.9001515,-0.9428615,-0.9457546,1.3567601,1.4119408
-3.072177,-3.0725753,-3.0744462,-3.0725346,-3.0712104,-3.087199,-3.545226,-3.4864678,-3.0140862,-2.9520051,-2.906654,-2.959312,-2.967433,-2.609683,-1.9050958,-1.1305444,-0.47463855,-0.096361384,-0.005600404,-0.10080971,-0.57456094,-1.2936871,-1.8583342,-2.190813,-2.3248837,-2.3423023,-2.5205855,-2.4002028,-2.2689013,-2.2136455,-1.9812342,-1.5638515,-1.1473807,-0.9179952,-0.73906714,-0.7409447,-1.1093763,-1.890318,-2.213738,-1.753981,-0.51131153,2.4917982,5.749738,8.325569,9.794008,10.320769,10.438656,10.485888,10.503562,10.449034,10.108421,8.901339,6.2371664,2.143705,-0.9538605,-1.8494945,-2.0226343,-1.9200839,-1.7652942,-1.3731464,-0.5795854,-0.0076508373,0.1105085,0.28546315,0.31342798,0.36907727,0.43390042,0.44468665,0.4650393,0.3704045,0.29251212,0.26042405,0.19937141,0.13664734,0.0829296,-0.14067017,-0.32073292,-0.48661596,-0.76401687,-0.92005336,-1.1026998,-1.3159019,-1.4763573,-1.6341136,-1.7176421,-1.8398154,-1.7621363,-1.8650578,-2.0314808,-2.1699262,-2.3171036,-2.4081473,-2.473523,-2.595942,-2.5947666,-3.0467448,-3.0727322
