0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
-1.9293091,-1.8823922,-1.8959326,-1.9301956,-1.8388095,-1.8198049,-2.1664464,-1.5759894,-1.1979854,-0.48672006,-0.41002735,-0.5142765,-0.50953174,-0.6432719,-0.90593207,-1.3836801,-1.6476271,-2.0609412,-2.350476,-2.180303,-1.6310191,-0.41021997,0.2389039,0.28732994,0.2620164,0.064359605,-0.16972661,-0.26491064,-0.3475941,-0.50823367,-0.9572858,-1.4895359,-1.6537702,-1.5354944,-1.2384448,-0.8074311,-0.30593753,0.085310705,0.15116848,0.037631676,-0.21939157,-0.60166657,-0.8984648,-1.3264207,-1.7869414,-1.8788036,-1.9416846,-1.9960884,-1.9854798,-1.9156663,-1.8787754,-1.7716148,-1.5735266,-1.2178917,-0.59008086,-0.16453412,-0.14598267,-0.49313068,-0.64907825,-0.7783466,-1.0977091,-1.4337769,-1.7667987,-2.0618892,-2.3776574,-2.695681,-2.9913864,-3.0841882,-3.127141,-3.1364396,-3.098586,-3.079742,-3.0162487,-2.6846976,-2.352498,-1.910574,-1.4779409,-1.4406434,-1.3963939,-1.6510959,-1.8784544,-2.107552,-2.5644348,-2.3429801,-2.4081798,-2.398211,-2.4885397,-2.9014688,-2.1663477,-2.1663501
-4.1855364,-4.16654,-4.1395254,-4.1380816,-4.099195,-4.102687,-4.9463406,-3.8284369,-3.5189385,-3.6431367,-3.7705998,-3.7149873,-3.5390208,-3.4427004,-3.2407787,-1.9096426,-0.7058188,-0.29985428,-0.29872894,-0.33824086,-0.63127184,-1.3515148,-2.7084527,-3.4127526,-3.583991,-3.3386087,-2.603923,-2.13382,-1.9224317,-1.4313656,-0.6004734,0.7118088,1.6269262,2.142194,2.111123,1.611979,0.8573599,-0.119368084,-0.71405303,-1.1966119,-1.6465747,-2.0458555,-2.2710357,-2.4205976,-2.3785396,-2.3550715,-2.4467843,-2.5793948,-2.712009,-2.8674078,-3.0234656,-3.3836432,-3.7426705,-4.0038023,-3.8857656,-3.6760702,-3.333573,-2.9427004,-2.6268325,-2.3825955,-1.8787198,-1.0948914,-0.2769215,0.29178214,0.5327754,0.669553,0.60773396,0.47634393,0.32543257,0.10722432,-0.15196015,-0.27976677,-0.35543126,-1.014292,-1.7975101,-3.0100193,-4.840768,-5.350058,-5.4585886,-5.4761934,-5.551083,-5.369546,-5.0404134,-4.8571687,-4.692811,-4.806938,-4.8196464,-4.9499426,-4.946375,-4.946353
-1.8971758,-1.720279,-1.535316,-1.4770586,-1.2775328,-1.304976,-3.536409,-1.5044055,-1.4897357,-1.7730706,-2.2573876,-2.5311062,-2.5477676,-2.6750863,-2.7458012,-1.8159305,-0.8814115,-0.022184078,0.37068108,0.46263587,0.101495445,-1.005984,-2.3885732,-2.677045,-2.665697,-2.5593994,-2.5039551,-2.6588879,-2.5774753,-2.3552723,-1.8713319,-0.66351867,0.5226045,1.6632476,2.5507486,2.779484,2.2897043,1.8913026,1.716848,1.4559641,1.0909526,0.65786946,0.40539026,0.059657343,-0.2498568,-0.364902,-0.48015273,-0.6300713,-0.7807546,-0.95097303,-1.0925225,-1.4898733,-2.0428996,-2.6608047,-3.1558144,-3.3080978,-3.3758314,-3.2022624,-3.035033,-2.9399843,-2.6628768,-2.1490316,-1.5896769,-0.9810728,-0.51959103,-0.11555918,0.23220971,0.37452295,0.42313474,0.44115973,0.46446714,0.5410711,0.60464543,0.48564267,0.17160644,-0.2955179,-0.6420852,-0.7525703,-0.71274114,-0.7316289,-1.7379031,-2.0901942,-1.9883907,-1.7930951,-1.6630809,-1.7643799,-1.876771,-2.302028,-3.5365803,-3.5366454
-3.557499,-3.5000982,-3.3115597,-3.28753,-3.303977,-3.4149024,-3.1585333,-3.764008,-3.7927735,-3.396532,-3.1569648,-3.0294886,-2.96521,-3.1575596,-3.5080163,-2.7738898,-1.4673216,-0.59286463,-0.20286888,-0.20816624,-0.63434505,-1.9974246,-3.4105728,-3.773644,-3.5346198,-3.1251805,-2.60413,-2.513657,-2.522133,-2.582553,-2.5899787,-1.9297857,-1.086976,-0.27062172,0.28549844,0.16146006,-0.57312715,-1.0838593,-1.1407623,-1.0316827,-0.88070893,-0.6966152,-0.50519943,-0.5512598,-0.6763323,-0.7704997,-0.84028053,-0.95358634,-1.138056,-1.3742268,-1.5549563,-2.0269,-2.7597995,-3.5955935,-3.909514,-3.7780275,-3.5300932,-3.218452,-2.990044,-2.8779533,-2.425568,-1.7857202,-0.9919872,-0.18047553,0.5264,1.0198319,1.3491262,1.4027094,1.381043,1.3735399,1.3094122,1.2374245,1.1238363,0.6615957,0.058096796,-1.0154456,-2.468113,-2.855288,-2.9836037,-2.9208512,-3.0692098,-2.8281906,-2.3034682,-2.580368,-2.361438,-2.0783758,-2.0498524,-1.9981636,-3.1585202,-3.1584759
-1.7018361,-1.8082596,-1.9329765,-2.02936,-2.1062226,-2.3733554,-0.9707314,-2.5815396,-2.4284654,-2.0253856,-1.9425954,-2.0517013,-1.960314,-1.9976472,-1.6215751,0.1085124,1.2711303,1.6858978,1.658025,1.5169172,1.2449093,0.31355274,-0.7733555,-1.4338416,-1.8122576,-1.9413667,-2.0308514,-2.1867895,-2.2187786,-2.2215958,-1.8970168,-0.9542117,-0.033003867,0.63687104,0.9453863,0.8745495,0.6235992,0.2880154,0.081363216,-0.19691913,-0.39517206,-0.58564603,-0.5755644,-0.7646104,-1.0803416,-1.2574525,-1.4551265,-1.6783738,-1.9138873,-2.1246958,-2.2987034,-2.680515,-3.0238752,-3.3761904,-3.3758855,-3.095584,-2.7546,-2.2895997,-1.889053,-1.6588094,-1.1748368,-0.5579252,0.05963452,0.58136976,0.9047805,1.1801933,1.3007898,1.2624987,1.1730536,1.1086241,1.0072752,0.91584814,0.90818775,0.8098228,0.56606424,0.104993254,-0.3979391,-0.6881348,-1.0337594,-1.1400743,-1.5494676,-1.8510774,-1.940324,-1.9632161,-1.9727491,-1.7721984,-1.9597197,-2.0837498,-0.97056156,-0.9705031
1.9626284,2.1497765,2.3830504,2.3891332,2.233741,2.0017655,2.6296685,1.2255852,0.4059152,0.0032214075,-0.052442357,0.16447414,0.67118526,1.2166419,1.3024169,0.39625198,0.37450963,0.49671656,0.019629747,-0.3806114,-0.8381526,-1.7269948,-1.9649675,-1.6156108,-0.8804774,-0.23407266,0.19323535,0.6563858,0.8534072,1.0429654,0.8762764,0.055414647,-0.60963684,-1.0766655,-1.4102185,-1.4747899,-1.1812825,-0.6391165,-0.4320355,-0.27556738,-0.148814,-0.06757362,-0.062460154,0.04562056,-0.2836597,-0.5163801,-0.67577183,-0.85211974,-1.1432554,-1.3913884,-1.5578442,-1.7669386,-1.8438905,-1.5493488,-1.005673,-0.4409125,0.07336275,0.22063269,0.19022954,0.24067567,0.15230973,0.06960207,0.16347298,0.3345099,0.4025416,0.28009468,-0.12670043,-0.39870688,-0.62344694,-0.8718644,-1.1765081,-1.5118192,-1.855971,-2.3182702,-2.6641674,-2.8004725,-2.4833095,-2.0907815,-1.7144985,-1.5552995,-1.213397,-0.253893,0.5210424,0.6462928,0.8179428,1.058053,1.4748676,1.6917022,2.6296902,2.6297264
-0.36901656,-0.3614488,-0.48731333,-0.48064914,-0.46673322,-0.39530545,-0.5653062,-0.29043663,-0.07138687,0.018125415,-0.14684294,-0.11625782,-0.27521023,-0.10439461,-0.1622961,-0.9248887,-1.4844086,-1.8727986,-2.0187058,-1.8867714,-1.2417648,0.006953542,0.5936092,0.67451787,1.1067598,1.6272819,2.1921015,2.2669072,2.1614263,1.5774096,0.6994759,-0.60863847,-1.4797735,-1.945986,-2.1412814,-2.1249723,-2.0121608,-2.145544,-2.196731,-2.2248387,-2.2257013,-2.2949886,-2.2699265,-2.1827474,-2.1842885,-2.161645,-2.1011026,-2.0466237,-1.983424,-1.9152014,-1.8524805,-1.5428219,-0.9772813,-0.31142244,0.38941428,0.45582741,0.041837186,-0.71268,-1.114459,-1.3132972,-1.6477383,-2.0242755,-2.36619,-2.6801114,-2.8474689,-2.9922163,-3.181315,-3.2871304,-3.3201556,-3.3196385,-3.2761664,-3.2292998,-3.167272,-2.9015272,-2.593001,-1.9659755,-1.2163109,-1.0085614,-0.9494538,-0.9608113,-1.1015348,-1.1927342,-1.3650389,-1.601855,-1.8764083,-1.7803485,-1.6478357,-1.7134969,-0.56529444,-0.5652539
0.4208547,0.5618795,0.67564845,0.68132645,0.7308886,0.79219913,0.9292509,0.86369526,0.78058887,0.7413378,0.36465427,-0.015371636,-0.33619338,-0.29530352,-0.8149222,-2.1632915,-3.1291366,-3.5041356,-3.5137477,-3.4363425,-3.293982,-2.5438712,-1.4378616,-0.745311,-0.33359742,-0.38975692,-0.22291012,0.051136583,-0.18030995,-0.46904212,-1.000875,-1.9636815,-2.7229924,-3.3527997,-3.6762173,-3.689557,-3.4824915,-3.0624886,-2.9260323,-2.8100562,-2.7084002,-2.4966478,-2.3907323,-2.2284882,-2.0035825,-1.8980001,-1.7204525,-1.4405229,-1.0561169,-0.61161244,-0.29108995,0.62824833,1.8070464,2.3992186,2.3810372,2.0824342,1.5679584,1.0095202,0.7640071,0.6697574,0.43078464,-0.009716153,-0.57465786,-1.0887283,-1.5347911,-1.937208,-2.17355,-2.1895754,-2.1816487,-2.1682048,-2.154054,-2.131742,-2.1321957,-2.023601,-1.7431103,-1.3026171,-0.7811309,-0.63309515,-0.44789365,-0.4202326,0.25940064,0.4696951,0.63954747,0.6141693,0.7140403,0.6566272,0.98043925,1.1352631,0.9293396,0.92933965
-2.2677119,-2.2202773,-2.0770574,-2.0401032,-2.16226,-2.2364454,-2.4867587,-2.3610077,-2.45634,-2.1333761,-1.3732159,-1.0124035,-1.220445,-1.2240663,-1.5430815,-2.33618,-3.1382565,-3.6951883,-3.872118,-3.9845967,-3.969233,-3.209286,-1.6472452,-0.5322793,0.012675941,0.40146807,1.5525198,2.2107518,2.0331655,1.9342656,1.7711927,1.312865,0.8236204,0.014056474,-0.91140515,-1.5740142,-1.8318194,-2.3199334,-2.7676294,-3.1259022,-3.2416644,-3.1365418,-3.0728054,-3.0035608,-2.9478116,-2.8891535,-2.8653436,-2.8724837,-2.8800244,-2.8038044,-2.737656,-2.415525,-1.7845273,-1.0628569,-0.44256848,-0.3799749,-0.42943093,-0.6550055,-0.7605575,-0.79269856,-0.9318281,-1.1637347,-1.4617537,-1.8586752,-2.3070853,-2.7518055,-3.1821742,-3.3557136,-3.4608526,-3.5614614,-3.658777,-3.7025132,-3.7504354,-3.7440152,-3.4879103,-3.0541568,-2.2050993,-2.038836,-1.9148049,-2.0935652,-1.883496,-2.4537272,-2.6625059,-2.9282148,-3.1841283,-2.9616728,-2.799559,-2.3858294,-2.4867773,-2.4867845
-3.2413092,-3.0378194,-2.8476777,-2.840715,-2.7778468,-2.7901843,-2.0498269,-2.7170868,-2.780519,-2.7028823,-2.3004773,-1.9125931,-1.4224293,-1.1109182,-0.8734125,-1.5704516,-2.0365925,-2.4584553,-2.8301954,-2.9944549,-3.1669288,-3.5612957,-3.2527199,-2.8050864,-2.207259,-2.1007752,-2.277238,-2.2210174,-2.1241057,-1.8012607,-1.4492859,-1.2835459,-1.0991486,-0.7503424,-0.46545428,0.09408861,0.9373014,1.5103858,1.3459117,0.8428652,-0.040434975,-0.8482162,-1.4547796,-1.965569,-2.2047832,-2.1952043,-2.239447,-2.2596278,-2.3158028,-2.4099097,-2.4854102,-2.6189728,-2.5497532,-2.3053277,-2.0643597,-1.6130829,-0.99427056,-0.73441327,-0.7201321,-0.89922416,-1.2499946,-1.4463525,-1.6218956,-1.7721808,-1.8883643,-2.0347147,-2.249739,-2.4085126,-2.5329614,-2.6697178,-2.804377,-2.8941414,-2.991888,-3.2324648,-3.4273384,-3.4882116,-3.2846167,-3.2405374,-3.0312376,-2.9894257,-3.238654,-3.0672524,-2.9428334,-2.699727,-2.5929008,-2.8123832,-2.7045083,-2.6456504,-2.0496964,-2.049651
-0.72063684,-0.8262306,-1.0896484,-1.1420158,-1.306797,-1.531159,-2.8294568,-1.9952712,-2.3184395,-2.4790337,-2.2890854,-2.2303555,-2.089158,-1.9863288,-1.8501959,-0.29371428,1.066145,2.1067984,2.718353,2.8476574,2.7164245,1.848962,0.49492815,-0.89949465,-1.9964718,-2.159591,-2.2738633,-2.361833,-2.3902264,-2.3396125,-2.1911364,-1.7431992,-1.3339541,-0.8919624,-0.4111228,-0.31817862,-0.58774376,-0.60540956,-0.26203346,0.30956197,1.1351552,2.1696246,2.9117775,3.3835938,3.5512094,3.5809164,3.6015022,3.5860918,3.5065267,3.374643,3.2948518,2.999352,2.4672556,1.4699968,0.46753848,-0.28028828,-0.45467913,0.18401812,0.50802237,0.72854686,0.89142346,0.95427233,0.9032452,0.91122687,0.9717923,1.110152,1.2328453,1.2710673,1.2649268,1.2386048,1.1841869,1.086656,0.98133516,0.8314067,0.6827133,0.6408885,0.4679459,0.06981377,-0.23780437,-0.1436668,-0.16845222,-0.6767965,-0.8681788,-1.2982881,-1.5767696,-1.388187,-1.4235375,-1.3498048,-2.8295069,-2.8295121
-5.640801,-5.514917,-5.399478,-5.392762,-5.346625,-5.351617,-6.074012,-5.3156514,-5.2047796,-4.9030952,-4.2053347,-3.7538514,-3.6745834,-3.5163012,-3.7426636,-4.275473,-4.3814745,-4.4772615,-4.5654564,-4.5759034,-4.4954243,-4.3755426,-3.8061838,-2.9975724,-2.014774,-1.1630594,0.12343302,0.8298911,0.87902063,0.8730017,0.6674585,0.19647679,-0.27984434,-0.8998095,-1.6517797,-2.391387,-2.9437973,-3.7402706,-4.222244,-4.555879,-4.6460204,-4.5230174,-4.350777,-4.1680813,-4.118636,-4.0799274,-4.123753,-4.2040806,-4.326062,-4.4161434,-4.4795785,-4.4331746,-4.0223155,-3.3963711,-2.7395213,-2.6105623,-2.5594764,-2.6164575,-2.6112137,-2.551414,-2.511087,-2.4705503,-2.5229845,-2.8204575,-3.3166833,-3.8796604,-4.5525465,-4.8959475,-5.1571283,-5.438376,-5.7132215,-5.885101,-6.006838,-6.154092,-6.141213,-5.9311295,-5.527175,-5.592002,-5.627427,-5.694097,-5.571594,-5.940884,-6.1921453,-6.3075333,-6.4993258,-6.4945173,-6.532901,-6.649831,-6.0739226,-6.0738993
2.5699024,2.4643762,2.2691786,2.2122655,2.2493806,2.433291,2.9757886,2.8208318,2.7507699,3.016664,3.2420516,3.6291292,3.4459143,3.4607968,2.9513638,1.8733754,0.5731094,-0.59414434,-1.0242425,-0.86815715,-0.41918296,0.8405838,1.7939872,2.0622044,1.9287717,1.7246528,1.930828,2.2928507,2.1256561,1.8123262,1.4351304,0.5971359,-0.055242524,-0.60679543,-0.9940499,-0.994504,-0.6421925,-0.2872395,-0.15007418,-0.06171546,0.033922713,0.08885136,0.098086536,0.215391,0.20797458,0.26696432,0.48859024,0.7880641,1.2887774,1.9314972,2.3193426,3.4270005,4.5803084,5.2519054,5.5858545,5.578987,5.0586824,3.664298,2.593394,1.9078526,1.1358203,0.3480131,-0.44297028,-0.9440948,-1.1949048,-1.3507689,-1.2388811,-0.9954061,-0.7326593,-0.38030338,0.038587965,0.2480569,0.37996256,1.1659138,2.2957544,3.4736798,4.563547,4.6980357,5.022429,5.0528007,5.565714,5.8382874,5.838068,5.559859,5.4631157,5.498282,5.087096,4.613721,2.9757786,2.975753
